# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 23 2023 at 23:49:42+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.23-21.49.33-26795
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.23-21.49.33-26795
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
25088 18.375 1134.06783673755 1099.12813360805 66.7299981117249 58.3298439979553 60.0337672233582 0 6.69854092597961 147 199683.30449175 199683.30449175 11647496 11647496 131881.168759334 131881.168759334 7692608 7692608 423.223160498167 957046.151310823 13064.3643354625 943981.78697536 2838 6408814 87694 6321120 0 0 0 0 66.2023794651031 1692827440.52616 31577
25600 18.75 1139.46820967614 1099.6609438079 67.6383140087128 59.2381598949432 60.9293775558472 0 6.71193361282349 150 200634.186157672 200634.186157672 11885200 11885200 132509.180128501 132509.180128501 7849600 7849600 426.297077054352 955463.663284815 13269.6144352321 942194.048849583 2864 6410358 89238 6321120 0 0 0 0 67.0998501777649 1692827441.43448 32216
26112 19.125 1145.53334774061 1100.23610207923 68.5031621456146 60.1030080318451 61.7781829833984 0 6.72731113433838 153 201702.117697284 201702.117697284 12122904 12122904 133214.497280365 133214.497280365 8006592 8006592 429.146311146179 953410.983936352 13464.5770367205 939946.406899632 2890 6411886 90766 6321120 0 0 0 0 67.9541008472443 1692827442.29933 32855
26624 19.5 1150.19988307296 1100.92306210142 69.4330241680145 61.032870054245 62.6448366641998 0 6.84141159057617 156 202523.787411834 202523.787411834 12360608 12360608 133757.170402512 133757.170402512 8163584 8163584 437.819373482222 978985.627056628 13567.3918771755 965418.235179453 3036 6899667 92307 6807360 0 0 0 0 68.8731389045715 1692827443.22919 33494
27136 19.875 1138.41792170938 1101.81469662509 71.2505350112915 62.850380897522 64.3987243175507 0 6.85412383079529 159 200449.25456445 200449.25456445 12598312 12598312 132387.041751851 132387.041751851 8320576 8320576 446.305383596411 1007172.16345514 13659.600970222 993512.562484914 3062 6901170 93810 6807360 0 0 0 0 70.6791756153107 1692827445.0467 34133
27648 20.25 1142.88459489865 1102.33378565415 72.1861219406128 63.7859678268433 65.3213548660278 0 6.86707091331482 162 201235.733145028 201235.733145028 12836016 12836016 132906.472831355 132906.472831355 8477568 8477568 449.250494079795 1005496.60680473 13859.1738024487 991637.43300228 3088 6902713 95353 6807360 0 0 0 0 71.6041855812073 1692827445.98229 34772
28160 20.625 1147.88998859198 1102.89520306932 73.0840530395508 64.6838989257812 66.2063543796539 0 6.88005828857422 165 202117.068035755 202117.068035755 13073720 13073720 133488.551917802 133488.551917802 8634560 8634560 452.186138676602 1003827.63790694 14054.7012569245 989772.936650018 3114 6904240 96880 6807360 0 0 0 0 72.4914858341217 1692827446.88022 35411
28672 21 1152.80567467835 1103.51599477534 73.9792900085449 65.5791358947754 67.0385410785675 0 6.99394226074219 168 202982.607476847 202982.607476847 13311424 13311424 134060.19887341 134060.19887341 8791552 8791552 460.469040480103 1028403.57316069 14149.9139344779 1014253.65922621 3260 7392011 98411 7293600 0 0 0 0 73.3759968280792 1692827447.77546 36050
29184 21.375 1142.39479791922 1104.37855011818 75.7586541175842 67.3585000038147 68.7543048858643 0 7.00687336921692 171 201149.491144142 201149.491144142 13549128 13549128 132849.514159211 132849.514159211 8948544 8948544 468.566013975588 1055523.32635255 14227.4459344068 1041295.88041814 3286 7393470 99870 7293600 0 0 0 0 75.1447134017944 1692827449.55482 36689
29696 21.75 1147.55733408332 1104.86470324535 76.6320390701294 68.2318849563599 69.6142444610596 0 7.02016448974609 174 202058.495215512 202058.495215512 13786832 13786832 133449.867401784 133449.867401784 9105536 9105536 471.373156992188 1053721.20615256 14420.3422353242 1039300.86391724 3312 7395011 101411 7293600 0 0 0 0 76.0074949264526 1692827450.42821 37328
30208 22.125 1150.13383570169 1105.45349703994 77.6529641151428 69.2528100013733 70.6204919815063 0 7.0348641872406 177 202512.157986396 202512.157986396 14024536 14024536 133749.489729245 133749.489729245 9262528 9262528 474.086485754192 1051739.11242722 14607.3810244706 1037131.73140275 3338 7396541 102941 7293600 0 0 0 0 77.0178194046021 1692827451.44913 37967
30720 22.5 1153.47053882598 1106.05860116207 78.6230139732361 70.2228598594666 71.5253636837006 0 7.15391325950623 180 203099.674785993 203099.674785993 14262240 14262240 134137.516171384 134137.516171384 9419520 9419520 481.849606628592 1075030.84665211 14691.2000093518 1060339.64664276 3484 7884320 104480 7779840 0 0 0 0 77.9769065380096 1692827452.41918 38606
31232 22.875 1142.33038379399 1106.85543097652 80.4896311759949 72.0894770622253 73.3250560760498 0 7.16691994667053 183 201138.149295827 201138.149295827 14499944 14499944 132842.023416731 132842.023416731 9576512 9576512 489.352118037939 1100639.17119948 14763.1923072187 1085875.97889227 3510 7885829 105989 7779840 0 0 0 0 79.832291841507 1692827454.2858 39245
31744 23.25 1147.02689430071 1107.28705388271 81.3714160919189 72.9712619781494 74.1927049160004 0 7.18211627006531 186 201965.096950263 201965.096950263 14737648 14737648 133388.182363005 133388.182363005 9733504 9733504 492.01032238883 1098687.32795073 14949.6194191526 1083737.70853157 3536 7887372 107532 7779840 0 0 0 0 80.7025637626648 1692827455.16758 39884
32256 23.625 1151.40642579164 1107.76319487995 82.2663390636444 73.8661849498749 75.0675134658813 0 7.2011387348175 189 202736.231878798 202736.231878798 14975352 14975352 133897.479702135 133897.479702135 9890496 9890496 494.247284043886 1095828.60327264 15118.9938583622 1080709.60941427 3562 7888895 109055 7779840 0 0 0 0 81.5870637893677 1692827456.06251 40523
32768 24 1154.10365501675 1108.33331989211 83.2634470462799 74.8632929325104 76.0000560283661 0 7.32058787345886 192 203211.152008964 203211.152008964 15213056 15213056 134211.141487696 134211.141487696 10047488 10047488 501.694042219776 1118286.07050993 15197.9977021402 1103088.07280779 3708 8376670 110590 8266080 0 0 0 0 82.5517919063568 1692827457.05961 41162
33280 24.375 1138.24082007285 1109.0501085707 85.4928030967712 77.0926489830017 78.161712884903 0 7.33424830436707 195 200418.071033034 200418.071033034 15450760 15450760 132366.446536945 132366.446536945 10204480 10204480 508.791993032839 1142793.05776882 15255.4390640213 1127537.6187048 3734 8378135 112055 8266080 0 0 0 0 84.7914299964905 1692827459.28897 41801
33792 24.75 1142.41108193555 1109.38410369323 86.3930950164795 77.99294090271 79.0448241233826 0 7.35070109367371 198 201152.358385487 201152.358385487 15688464 15688464 132851.4078335 132851.4078335 10361472 10361472 511.140655351784 1140331.9395685 15430.5688575687 1124901.37071094 3760 8379680 113600 8266080 0 0 0 0 85.6811671257019 1692827460.18926 42440
