# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 29 2023 at 15:34:25+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-13.34.19-5736
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-13.34.19-5736
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
158208 77.25 0.00540176632417552
158720 77.5 0.00542932229524028
159232 77.75 0.005455958292095
159744 78 0.0054813256303697
160256 78.25 0.00550681508363789
160768 78.5 0.00553536188135695
161280 78.75 0.00556841861052304
161792 79 0.00560344100168436
162304 79.25 0.00563545214268295
162816 79.5 0.00566160064083179
163328 79.75 0.00568414942405124
163840 80 0.00570890077595977
164352 80.25 0.00574026674001361
164864 80.5 0.00577711688323007
165376 80.75 0.00581331118178309
165888 81 0.00584311769911174
166400 81.25 0.00586674434762795
166912 81.5 0.00589024244358977
167424 81.75 0.00591955033275338
167936 82 0.00595486451787354
168448 82.25 0.00599108061415175
168960 82.5 0.00602321918586635
169472 82.75 0.00605088195265846
169984 83 0.00607766713956849
170496 83.25 0.00610697248090618
171008 83.5 0.00613881718987379
171520 83.75 0.00617069198537207
172032 84 0.00620097770822667
172544 84.25 0.00623069537537826
173056 84.5 0.00626156516179577
173568 84.75 0.00629326026797457
174080 85 0.00632386331140726
174592 85.25 0.00635287433687733
175104 85.5 0.00638221989807358
175616 85.75 0.00641358981042127
176128 86 0.00644594824930764
176640 86.25 0.00647683364557594
177152 86.5 0.00650553267816759
177664 86.75 0.00653385417358117
178176 87 0.00656401617181902
178688 87.25 0.00659665315388089
179200 87.5 0.00663056677624516
179712 87.75 0.00666343006846695
180224 88 0.00669311636716094
180736 88.25 0.00671978753401362
181248 88.5 0.00674675070840342
181760 88.75 0.00677766106620975
182272 89 0.00681221914141431
182784 89.25 0.00684600244412975
183296 89.5 0.00687556849603446
183808 89.75 0.00690259986941005
184320 90 0.00693164730121792
184832 90.25 0.00696450409643014
185344 90.5 0.00699837340477957
185856 90.75 0.00702940910961559
186368 91 0.00705668152752294
186880 91.25 0.00708260992468174
187392 91.5 0.00711075497090922
187904 91.75 0.00714324859984805
188416 92 0.00717883348543503
188928 92.25 0.00721286380175404
189440 92.5 0.00724088601765907
189952 92.75 0.00726366616474382
190464 93 0.00728769346526079
190976 93.25 0.00731881834507926
191488 93.5 0.00735543984637615
192000 93.75 0.00738978007820582
192512 94 0.00741665540234986
193024 94.25 0.00743957005393291
193536 94.5 0.00746658115911539
194048 94.75 0.00750063127456477
194560 95 0.00753588353544771
195072 95.25 0.0075645120684377
195584 95.5 0.00758596515879606
196096 95.75 0.00760786625184851
196608 96 0.00763761342460877
197120 96.25 0.00767438027330573
197632 96.5 0.0077102843280631
198144 96.75 0.00773881602828018
198656 97 0.00776102666594505
199168 97.25 0.00778345430053363
199680 97.5 0.00781107060126464
200192 97.75 0.00784298682139335
200704 98 0.00787458718619161
201216 98.25 0.00790280304387835
201728 98.5 0.00792870288899411
202240 98.75 0.00795521144649936
202752 99 0.00798324391405604
203264 99.25 0.00801099994711206
203776 99.5 0.00803700408548243
204288 99.75 0.00806257730466858
204800 100 0.00809012267364048
205312 100.25 0.00811943221773272
205824 100.5 0.00814735181446111
206336 100.75 0.00817172305448033
206848 101 0.00819436167110513
207360 101.25 0.00821889759217169
207872 101.5 0.00824641501127349
208384 101.75 0.00827473290900491
208896 102 0.00830167931371253
209408 102.25 0.00832723036131323
209920 102.5 0.00835201529764724
210432 102.75 0.00837569012742787
210944 103 0.00839825829509484
211456 103.25 0.00842165248975632
211968 103.5 0.00844789128157683
212480 103.75 0.00847600302757646
212992 104 0.00850277843196981
213504 104.25 0.0085267832624069
214016 104.5 0.00854971719125637
214528 104.75 0.00857321364730602
215040 105 0.00859645079574864
215552 105.25 0.0086185362004822
216064 105.5 0.00864147324037071
216576 105.75 0.00866798444566071
217088 106 0.00869671736310916
217600 106.25 0.00872250155238728
218112 106.5 0.00874254641411103
218624 106.75 0.00876041347457489
219136 107 0.00878200986481519
219648 107.25 0.00880864826632349
220160 107.5 0.00883604709742301
220672 107.75 0.00885994180537338
221184 108 0.008880618954721
221696 108.25 0.00890120282487551
222208 108.5 0.00892318078037356
222720 108.75 0.00894531606631356
223232 109 0.00896643273355859
223744 109.25 0.00898744618266384
224256 109.5 0.00900992093234367
224768 109.75 0.00903355691376449
225280 110 0.0090561980445277
225792 110.25 0.00907635124738591
226304 110.5 0.00909496288210103
226816 110.75 0.00911426264497676
227328 111 0.00913522986902522
227840 111.25 0.00915690401328439
228352 111.5 0.00917816744364358
228864 111.75 0.00919915330592741
229376 112 0.009220115388127
229888 112.25 0.00923983759666179
230400 112.5 0.00925693659801663
230912 112.75 0.00927285621997354
231424 113 0.00929158640057451
231936 113.25 0.00931503655432224
232448 113.5 0.00933985132450862
232960 113.75 0.00936063217438608
233472 114 0.00937605611438634
233984 114.25 0.0093902202114645
234496 114.5 0.00940782628612961
235008 114.75 0.00942951415244289
235520 115 0.00945233788768401
236032 115.25 0.00947329972362268
236544 115.5 0.00949138222655481
237056 115.75 0.00950729860724188
237568 116 0.00952291042504996
238080 116.25 0.00954062284153061
238592 116.5 0.00956168889480319
239104 116.75 0.0095844159976113
239616 117 0.00960499723854336
240128 117.25 0.00962115423078956
240640 117.5 0.0096348174902726
241152 117.75 0.00965041064717871
241664 118 0.00967024357727542
242176 118.25 0.00969215172578945
242688 118.5 0.0097121384246015
243200 118.75 0.00972889399472926
243712 119 0.00974477891351169
244224 119.25 0.00976228711723318
244736 119.5 0.00978079622473531
245248 119.75 0.00979792455136082
245760 120 0.00981342080046792
246272 120.25 0.00982991439856616
246784 120.5 0.00984928478098439
247296 120.75 0.00986973255646789
247808 121 0.00988777077533065
248320 121.25 0.00990252041076101
248832 121.5 0.00991665411421197
249344 121.75 0.00993306045565012
249856 122 0.00995172483113009
250368 122.25 0.00997032939529952
250880 122.5 0.00998713384866066
251392 122.75 0.010002618306371
251904 123 0.0100185591775938
252416 123.25 0.010035933691695
252928 123.5 0.0100538047962173
253440 123.75 0.0100703395098351
253952 124 0.0100850338959162
254464 124.25 0.0100995534723901
254976 124.5 0.0101158254011326
255488 124.75 0.0101336049204295
256000 125 0.0101508439229716
256512 125.25 0.0101664572184205
257024 125.5 0.0101815738133119
257536 125.75 0.0101975563350189
258048 126 0.0102138687714735
258560 126.25 0.010228974269483
259072 126.5 0.0102428139683897
259584 126.75 0.0102571856512463
260096 127 0.0102735386922407
260608 127.25 0.0102911829180424
261120 127.5 0.0103079678240814
261632 127.75 0.0103223312928666
262144 128 0.0103346012175788
262656 128.25 0.0103467355428685
263168 128.5 0.0103608951516624
263680 128.75 0.0103777198163612
264192 129 0.0103955562754032
264704 129.25 0.0104116077562338
265216 129.5 0.0104243505835261
265728 129.75 0.0104350114230478
266240 130 0.0104465271462558
266752 130.25 0.0104608860527677
267264 130.5 0.010477408911901
267776 130.75 0.0104935686777431
268288 131 0.0105074117370612
268800 131.25 0.0105191445181404
269312 131.5 0.0105304657745918
269824 131.75 0.0105426477927728
270336 132 0.0105555763645821
270848 132.25 0.0105685947219906
271360 132.5 0.0105816996156967
271872 132.75 0.0105953264076154
272384 133 0.0106091122609273
272896 133.25 0.0106216972475105
273408 133.5 0.0106322603599536
273920 133.75 0.0106418226398943
274432 134 0.0106523442332832
274944 134.25 0.0106646152064089
275456 134.5 0.0106776461454323
275968 134.75 0.0106901210193118
276480 135 0.0107016753914382
276992 135.25 0.0107124515398445
277504 135.5 0.0107222257529424
278016 135.75 0.0107308613473331
278528 136 0.0107393856956478
279040 136.25 0.0107496438598134
279552 136.5 0.0107623499473153
280064 136.75 0.0107757397988661
280576 137 0.0107867238566688
281088 137.25 0.0107937972856122
281600 137.5 0.0107988362089226
282112 137.75 0.0108056100155335
282624 138 0.0108161495717066
283136 138.25 0.010828764920057
283648 138.5 0.0108399634550514
284160 138.75 0.010847995252164
284672 139 0.0108539830586338
285184 139.25 0.0108600219132254
285696 139.5 0.0108672567380222
286208 139.75 0.010875802235489
286720 140 0.0108852184573311
287232 140.25 0.0108944028200508
287744 140.5 0.0109019576623016
288256 140.75 0.0109075606440683
288768 141 0.0109125244060432
289280 141.25 0.0109184031531927
289792 141.5 0.0109255028144961
290304 141.75 0.0109331804738216
290816 142 0.0109408103349391
291328 142.25 0.01094770087131
291840 142.5 0.0109529086648344
292352 142.75 0.0109564033784825
292864 143 0.0109600218008738
293376 143.25 0.0109658546596461
293888 143.5 0.0109735556433329
294400 143.75 0.0109804392423939
294912 144 0.010984631547561
295424 144.25 0.0109871519158791
295936 144.5 0.0109903505202845
296448 144.75 0.0109951159833436
296960 145 0.0110003677849309
297472 145.25 0.0110047753760455
297984 145.5 0.0110081359331499
298496 145.75 0.0110111614031605
299008 146 0.0110145207973823
299520 146.25 0.0110181942147636
300032 146.5 0.0110215205881777
300544 146.75 0.0110239414556743
301056 147 0.0110258247398702
301568 147.25 0.0110282296027731
302080 147.5 0.0110315368646493
302592 147.75 0.0110346954424361
303104 148 0.0110364229028108
303616 148.25 0.0110369600273427
304128 148.5 0.0110378890771451
304640 148.75 0.0110400953109776
305152 149 0.0110426085994638
305664 149.25 0.0110438893888345
306176 149.5 0.0110438197281942
306688 149.75 0.0110438422381212
307200 150 0.0110451695723564
307712 150.25 0.0110472686300631
308224 150.5 0.0110483462447547
308736 150.75 0.0110473348757804
309248 151 0.0110452829559113
309760 151.25 0.0110444890717636
310272 151.5 0.0110459965321763
310784 151.75 0.0110481691661221
311296 152 0.0110483098641697
311808 152.25 0.0110457457438927
312320 152.5 0.0110426755819147
312832 152.75 0.0110415909042602
313344 153 0.0110423993140064
313856 153.25 0.0110427781053249
314368 153.5 0.0110411223360247
314880 153.75 0.0110382859173974
315392 154 0.0110361731941733
315904 154.25 0.0110353042691042
316416 154.5 0.0110344286524905
316928 154.75 0.0110323582822669
317440 155 0.0110294842438005
317952 155.25 0.0110271218825317
318464 155.5 0.0110256771236459
318976 155.75 0.0110240690457604
319488 156 0.0110212024455597
320000 156.25 0.0110175810379304
320512 156.5 0.0110148162831506
321024 156.75 0.0110134832001328
321536 157 0.0110121386099927
322048 157.25 0.0110090038850255
322560 157.5 0.0110042695887792
323072 157.75 0.010999984808275
323584 158 0.0109976013501807
324096 158.25 0.010996306242894
324608 158.5 0.0109941409290851
325120 158.75 0.0109902738810671
325632 159 0.010985621410827
326144 159.25 0.0109814950292414
326656 159.5 0.010978323686905
327168 159.75 0.0109757793335416
327680 160 0.0109734769200429
328192 160.25 0.0109710560608271
328704 160.5 0.0109678843034683
329216 160.75 0.0109634145739827
329728 161 0.0109582963960748
330240 161.25 0.0109543528716751
330752 161.5 0.0109529876976783
331264 161.75 0.0109533466049862
331776 162 0.0109526034246596
332288 162.25 0.0109486812826882
332800 162.5 0.0109425837238995
333312 162.75 0.0109374807713581
333824 163 0.0109354063956035
334336 163.25 0.0109353829405665
334848 163.5 0.0109349651229605
335360 163.75 0.0109329170598336
335872 164 0.0109297698191144
336384 164.25 0.0109263427852426
336896 164.5 0.0109228490540962
337408 164.75 0.0109195426254155
337920 165 0.0109171840842575
338432 165.25 0.010916183515137
338944 165.5 0.0109157629597128
339456 165.75 0.0109145965084945
339968 166 0.0109120999229472
340480 166.25 0.0109087083132583
340992 166.5 0.0109052013848697
341504 166.75 0.0109022937504271
342016 167 0.0109006199629766
342528 167.25 0.0109002959180591
343040 167.5 0.0109002972715047
343552 167.75 0.0108989419961826
344064 168 0.0108955401143917
344576 168.25 0.0108913760398453
345088 168.5 0.0108886140204512
345600 168.75 0.0108881356230769
346112 169 0.010888623628546
346624 169.25 0.0108878844848832
347136 169.5 0.0108850738606748
347648 169.75 0.0108815509312794
348160 170 0.0108794041326792
348672 170.25 0.010879136753871
349184 170.5 0.0108791256344696
349696 170.75 0.0108776138148051
350208 171 0.0108748727004627
350720 171.25 0.0108727615909083
351232 171.5 0.0108722361861827
351744 171.75 0.0108721445001895
352256 172 0.0108708780208125
352768 172.25 0.0108684869874081
353280 172.5 0.010866397974312
353792 172.75 0.0108654389236956
354304 173 0.0108650745785657
354816 173.25 0.0108645436054933
355328 173.5 0.0108637644181204
355840 173.75 0.0108627698968645
356352 174 0.0108611367674519
356864 174.25 0.0108587582610448
357376 174.5 0.0108566859680749
357888 174.75 0.0108562120657875
358400 175 0.0108570658337658
358912 175.25 0.0108573352111661
359424 175.5 0.0108555699646874
359936 175.75 0.0108524799531782
360448 176 0.0108500898830492
360960 176.25 0.0108494795823197
361472 176.5 0.010849843734885
361984 176.75 0.0108496849686715
362496 177 0.0108483898662899
363008 177.25 0.0108464369356698
363520 177.5 0.0108445021884909
364032 177.75 0.0108428724995254
364544 178 0.0108416677842008
365056 178.25 0.0108410744122777
365568 178.5 0.0108409702854834
366080 178.75 0.0108405511275347
366592 179 0.0108388861831658
367104 179.25 0.0108360713378154
367616 179.5 0.0108334993062091
368128 179.75 0.0108325487991328
368640 180 0.0108330000329094
369152 180.25 0.0108331156885428
369664 180.5 0.0108314960749556
370176 180.75 0.0108286306662665
370688 181 0.0108263091349813
371200 181.25 0.0108255691004475
371712 181.5 0.0108255973900118
372224 181.75 0.0108248178766319
372736 182 0.0108227522745633
373248 182.25 0.0108204088299904
373760 182.5 0.010818890741486
374272 182.75 0.0108180983107218
374784 183 0.0108170901087336
375296 183.25 0.0108154205220661
375808 183.5 0.0108136048134958
376320 183.75 0.0108122166431754
376832 184 0.0108110105363135
377344 184.25 0.0108093097483798
377856 184.5 0.0108071015871724
378368 184.75 0.0108052365929717
378880 185 0.0108044050436972
379392 185.25 0.0108042666992204
379904 185.5 0.0108037414652448
380416 185.75 0.010802087289166
380928 186 0.0107996825684839
381440 186.25 0.0107977294003084
381952 186.5 0.0107971902502784
382464 186.75 0.0107979177652779
382976 187 0.0107987672409818
383488 187.25 0.0107986286803665
384000 187.5 0.0107973888370799
384512 187.75 0.0107958661283614
385024 188 0.0107948997311428
385536 188.25 0.0107947122050152
386048 188.5 0.0107951309307018
386560 188.75 0.0107960268498454
387072 189 0.0107972182451267
387584 189.25 0.0107981629555403
388096 189.5 0.0107982396859922
388608 189.75 0.010797497872438
389120 190 0.0107968788017293
389632 190.25 0.0107974604720325
390144 190.5 0.0107994813759688
390656 190.75 0.010802130406736
391168 191 0.010804223596991
391680 191.25 0.0108051121314927
392192 191.5 0.0108051421634911
392704 191.75 0.0108053829023742
393216 192 0.0108067970851731
393728 192.25 0.0108094630774152
394240 192.5 0.010812544510068
394752 192.75 0.0108150920941276
395264 193 0.0108169008523718
395776 193.25 0.0108185422652583
396288 193.5 0.010820595743517
396800 193.75 0.0108230155181122
397312 194 0.0108253875292803
397824 194.25 0.0108277143694829
398336 194.5 0.0108306308627711
398848 194.75 0.0108345930106104
399360 195 0.0108389800254817
399872 195.25 0.0108424382377385
400384 195.5 0.0108443842247404
400896 195.75 0.0108459332728328
401408 196 0.0108489118477453
401920 196.25 0.0108539067772116
402432 196.5 0.0108596345861673
402944 196.75 0.0108643751390448
403456 197 0.0108676959175637
403968 197.25 0.0108705084152839
404480 197.5 0.0108737836265926
404992 197.75 0.0108777857536005
405504 198 0.0108825038069355
406016 198.25 0.0108880810323524
406528 198.5 0.0108943046229532
407040 198.75 0.0109000699859287
407552 199 0.0109041628876552
408064 199.25 0.0109068245600514
408576 199.5 0.0109100394385467
409088 199.75 0.0109157236812157
409600 200 0.0109236327359094
410112 200.25 0.0109314218701654
410624 200.5 0.0109369417022584
411136 200.75 0.0109403262646367
411648 201 0.0109437130655528
412160 201.25 0.0109490673324532
412672 201.5 0.0109564613284845
413184 201.75 0.0109643626363623
413696 202 0.0109712668659065
414208 202.25 0.0109769022801693
414720 202.5 0.010982080765115
415232 202.75 0.0109877347745187
415744 203 0.0109941994270697
416256 203.25 0.0110012163087804
416768 203.5 0.0110083709260493
417280 203.75 0.0110154477148968
417792 204 0.0110224572792647
418304 204.25 0.0110294538082714
418816 204.5 0.0110364146101631
419328 204.75 0.0110433212716985
419840 205 0.0110503056310358
420352 205.25 0.0110576118385713
420864 205.5 0.0110653551405217
421376 205.75 0.0110733657979849
421888 206 0.0110813452862191
422400 206.25 0.0110891577753889
422912 206.5 0.0110968966260662
423424 206.75 0.0111046940322685
423936 207 0.0111125991895806
424448 207.25 0.0111206863151119
424960 207.5 0.011129135309909
425472 207.75 0.011138041766713
425984 208 0.0111471649362627
426496 208.25 0.0111560144461754
427008 208.5 0.0111642961062351
427520 208.75 0.0111722893485309
428032 209 0.0111807424499296
428544 209.25 0.0111902772220214
429056 209.5 0.0112007439338683
429568 209.75 0.0112111659135865
430080 210 0.0112205479218169
430592 210.25 0.0112289164238227
431104 210.5 0.0112374287469269
431616 210.75 0.0112472220567157
432128 211 0.0112582102164223
432640 211.25 0.0112692643047409
433152 211.5 0.0112795517453661
433664 211.75 0.0112893586335403
434176 212 0.0112994809993926
434688 212.25 0.0113101719889121
435200 212.5 0.0113210280424388
435712 212.75 0.0113317260465248
436224 213 0.01134245092844
436736 213.25 0.0113535511861272
437248 213.5 0.011365090854893
437760 213.75 0.0113768753901994
438272 214 0.0113886907940771
438784 214.25 0.0114003484323821
439296 214.5 0.0114116863150273
439808 214.75 0.0114228002567936
440320 215 0.0114342307604688
440832 215.25 0.0114466167497955
441344 215.5 0.0114599745978443
441856 215.75 0.0114734349899813
442368 216 0.0114859541193581
442880 216.25 0.0114974199200619
443392 216.5 0.0115089415679422
