# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 29 2023 at 15:34:25+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-13.34.19-5736
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-13.34.19-5736
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
119808 58.5 -0.00164260920742361
120320 58.75 -0.00164526244194634
120832 59 -0.00164810727447942
121344 59.25 -0.00165337719162596
121856 59.5 -0.00165942626957503
122368 59.75 -0.00166297034472106
122880 60 -0.00166425298716012
123392 60.25 -0.00166722597509422
123904 60.5 -0.00167393372995815
124416 60.75 -0.00168111435876872
124928 61 -0.0016843023330465
125440 61.25 -0.00168391144118582
125952 61.5 -0.00168473654463774
126464 61.75 -0.00168969962489874
126976 62 -0.0016965428580447
127488 62.25 -0.00170128424218151
128000 62.5 -0.00170305692557842
128512 62.75 -0.00170403015881505
129024 63 -0.00170651145621175
129536 63.25 -0.00171120825408788
130048 63.5 -0.00171731978350738
130560 63.75 -0.00172332915200716
131072 64 -0.00172812648766394
131584 64.25 -0.00173191731987992
132096 64.5 -0.00173572600659827
132608 64.75 -0.00174012850213434
133120 65 -0.00174520592627379
133632 65.25 -0.00175129043975741
134144 65.5 -0.00175836932796099
134656 65.75 -0.00176501928411363
135168 66 -0.00176968391721431
135680 66.25 -0.00177298861306171
136192 66.5 -0.00177772101228423
136704 66.75 -0.00178500767785261
137216 67 -0.00179283796849612
137728 67.25 -0.00179874807419568
138240 67.5 -0.00180249486966057
138752 67.75 -0.00180559491696854
139264 68 -0.00180950631889399
139776 68.25 -0.00181483192712703
140288 68.5 -0.00182110927605308
140800 68.75 -0.00182683685850651
141312 69 -0.00183083218774141
141824 69.25 -0.00183398067370074
142336 69.5 -0.00183843369789562
142848 69.75 -0.00184471087128557
143360 70 -0.00185098957378296
143872 70.25 -0.00185577532182362
144384 70.5 -0.00185976594368138
144896 70.75 -0.00186427168325137
145408 71 -0.00186926690796718
145920 71.25 -0.0018741792588662
146432 71.5 -0.00187939582206276
146944 71.75 -0.00188547002022456
147456 72 -0.00189147567180507
147968 72.25 -0.00189572344329832
148480 72.5 -0.00189821665714312
148992 72.75 -0.00190128965697412
149504 73 -0.00190722751126337
150016 73.25 -0.00191553721845057
150528 73.5 -0.00192302691539531
151040 73.75 -0.00192691692061325
151552 74 -0.00192789865206462
152064 74.25 -0.00192960891924142
152576 74.5 -0.00193471145253195
153088 74.75 -0.00194211612093197
153600 75 -0.00194876679963113
154112 75.25 -0.00195340268085406
154624 75.5 -0.00195720048188727
155136 75.75 -0.00196116137275571
155648 76 -0.001964812877907
156160 76.25 -0.00196795506927552
156672 76.5 -0.00197191381624736
157184 76.75 -0.00197782230207709
157696 77 -0.00198461321077607
158208 77.25 -0.00198995528321674
158720 77.5 -0.00199286361718707
159232 77.75 -0.00199459694022345
159744 78 -0.00199722244218932
160256 78.25 -0.002001869160978
160768 78.5 -0.00200811343203709
161280 78.75 -0.00201446655221256
161792 79 -0.00201948247463551
162304 79.25 -0.00202275813736344
162816 79.5 -0.00202500317273244
163328 79.75 -0.00202729151449559
163840 80 -0.00203048433481382
164352 80.25 -0.00203510916992546
164864 80.5 -0.00204103751743288
165376 80.75 -0.00204706611748962
165888 81 -0.00205150866850644
166400 81.25 -0.00205387983103206
166912 81.5 -0.0020554820519901
167424 81.75 -0.00205833632580073
167936 82 -0.00206335733170468
168448 82.25 -0.00206969782911632
168960 82.5 -0.00207561082668375
169472 82.75 -0.00207984481618969
169984 83 -0.00208257632269561
170496 83.25 -0.00208524605250691
171008 83.5 -0.00208927238470084
171520 83.75 -0.00209475475166295
172032 84 -0.00210057829529181
172544 84.25 -0.0021057194364017
173056 84.5 -0.00211003759692186
173568 84.75 -0.00211382282862516
174080 85 -0.00211731447756313
174592 85.25 -0.00212104761319158
175104 85.5 -0.00212592893749284
175616 85.75 -0.00213211433616333
176128 86 -0.00213816842850155
176640 86.25 -0.00214236851296448
177152 86.5 -0.00214494155189478
177664 86.75 -0.00214807423476299
178176 87 -0.00215329311013637
178688 87.25 -0.00215960860490186
179200 87.5 -0.00216490361775141
179712 87.75 -0.00216856102567293
180224 88 -0.00217180759414408
180736 88.25 -0.00217574328992326
181248 88.5 -0.00218012654171953
181760 88.75 -0.00218431323696661
182272 89 -0.00218838145950177
182784 89.25 -0.00219265144258418
183296 89.5 -0.00219676226824179
183808 89.75 -0.00220017120583192
184320 90 -0.00220335016655127
184832 90.25 -0.00220746277978245
185344 90.5 -0.00221256484196396
185856 90.75 -0.00221699607508756
186368 91 -0.00221934570217587
186880 91.25 -0.00222062528050402
187392 91.5 -0.00222346183712856
187904 91.75 -0.00222888209096574
188416 92 -0.00223475707801679
188928 92.25 -0.00223820914944863
189440 92.5 -0.00223915689752979
189952 92.75 -0.00224046431339058
190464 93 -0.00224442897577691
190976 93.25 -0.00225007412934685
191488 93.5 -0.00225457711148251
192000 93.75 -0.00225675822911461
192512 94 -0.00225816801263152
193024 94.25 -0.00226082368785364
193536 94.5 -0.00226488582264292
194048 94.75 -0.00226899534674696
194560 95 -0.0022721593077173
195072 95.25 -0.0022745274793304
195584 95.5 -0.00227661246536799
196096 95.75 -0.00227864457471632
196608 96 -0.0022809177418206
197120 96.25 -0.0022840449475021
197632 96.5 -0.00228818260844183
198144 96.75 -0.00229219832151529
198656 97 -0.00229437958453019
199168 97.25 -0.00229437835432144
199680 97.5 -0.00229409327145119
200192 97.75 -0.00229599753947123
200704 98 -0.00230044308942735
201216 98.25 -0.00230505911752635
201728 98.5 -0.00230721886971328
202240 98.75 -0.00230690083031418
202752 99 -0.00230658798813284
203264 99.25 -0.00230830905543394
203776 99.5 -0.00231144173327061
204288 99.75 -0.00231391864209055
204800 100 -0.00231506079443796
205312 100.25 -0.00231619255331975
205824 100.5 -0.0023183661670826
206336 100.75 -0.00232063124607308
206848 101 -0.00232145951323976
207360 101.25 -0.00232123138682905
207872 101.5 -0.00232198075808701
208384 101.75 -0.00232459041678402
208896 102 -0.00232750735974452
209408 102.25 -0.00232889958247033
209920 102.5 -0.00232909287908403
210432 102.75 -0.00232976289937873
210944 103 -0.00233127875961403
211456 103.25 -0.00233231374406536
211968 103.5 -0.00233225444895238
212480 103.75 -0.00233256961061417
212992 104 -0.00233479906712517
213504 104.25 -0.0023379582855878
214016 104.5 -0.00233929389386614
214528 104.75 -0.00233772134539524
215040 105 -0.0023354202532917
215552 105.25 -0.00233534899747166
216064 105.5 -0.00233778153401349
216576 105.75 -0.00234021144308838
217088 106 -0.00234053391808371
217600 106.25 -0.00233927661739568
218112 106.5 -0.00233825217542679
218624 106.75 -0.00233795618519212
219136 107 -0.00233743858486346
219648 107.25 -0.00233644978572747
220160 107.5 -0.00233624560903048
220672 107.75 -0.00233757091601895
221184 108 -0.00233886463420292
221696 108.25 -0.00233779288377648
222208 108.5 -0.00233441360963951
222720 108.75 -0.00233152482439377
223232 109 -0.00233135305398231
223744 109.25 -0.00233286917658006
224256 109.5 -0.00233332026825242
224768 109.75 -0.00233179723820388
225280 110 -0.0023299505213766
225792 110.25 -0.00232919736542108
226304 110.5 -0.00232874306097935
226816 110.75 -0.00232720568188593
227328 111 -0.00232508479914558
227840 111.25 -0.00232418151013128
228352 111.5 -0.00232486878548006
228864 111.75 -0.00232534073163846
229376 112 -0.00232390963454651
229888 112.25 -0.0023210422943264
230400 112.5 -0.00231854994400807
230912 112.75 -0.0023174470721742
231424 113 -0.00231728911660644
231936 113.25 -0.0023172014774417
232448 113.5 -0.00231674030015841
232960 113.75 -0.00231988095109866
233472 114 -0.00232918332213185
233984 114.25 -0.00233781158440444
234496 114.5 -0.00234690566018673
235008 114.75 -0.00235697520012536
235520 115 -0.00236727953495169
236032 115.25 -0.0023769001416241
236544 115.5 -0.00238580662304069
237056 115.75 -0.00239483795759736
237568 116 -0.00240476346224615
238080 116.25 -0.00241539865648255
238592 116.5 -0.0024256900335055
239104 116.75 -0.0024350677810032
239616 117 -0.00244422674896312
240128 117.25 -0.00245401047515489
240640 117.5 -0.00246423670514933
241152 117.75 -0.00247424887515739
241664 118 -0.00248391202819184
242176 118.25 -0.00249347467023077
242688 118.5 -0.00250303265140168
243200 118.75 -0.00251259510660386
243712 119 -0.00252221831688888
244224 119.25 -0.00253180406178311
244736 119.5 -0.00254118108515052
245248 119.75 -0.00255038964379691
245760 120 -0.00255956882781046
246272 120.25 -0.00256876750385945
246784 120.5 -0.00257797653474896
247296 120.75 -0.00258709475396451
247808 121 -0.00259616780949757
248320 121.25 -0.00260544857191004
248832 121.5 -0.00261469036354166
249344 121.75 -0.00262388377089479
249856 122 -0.00263296488131687
250368 122.25 -0.00264188879237853
250880 122.5 -0.002650654987767
251392 122.75 -0.00265930787134429
251904 123 -0.00266797634417723
252416 123.25 -0.00267673455438364
252928 123.5 -0.00268533659205431
253440 123.75 -0.00269347293943717
253952 124 -0.00270142921368494
254464 124.25 -0.00271071223798303
254976 124.5 -0.00272050846220883
255488 124.75 -0.00272966359068337
256000 125 -0.00273767772244748
256512 125.25 -0.00274554033058467
257024 125.5 -0.00275442966473992
257536 125.75 -0.00276403449615146
258048 126 -0.00277295307748778
258560 126.25 -0.00278057963124419
259072 126.5 -0.00278785452067533
259584 126.75 -0.0027959580380874
260096 127 -0.00280483170944493
260608 127.25 -0.00281340082299982
261120 127.5 -0.00282099579949723
261632 127.75 -0.00282812526905946
262144 128 -0.00283572442182344
262656 128.25 -0.00284389927377008
263168 128.5 -0.00285185725819436
263680 128.75 -0.00285912646106892
264192 129 -0.00286624395260221
264704 129.25 -0.00287383498339081
265216 129.5 -0.00288156255511272
265728 129.75 -0.00288869580168533
266240 130 -0.00289537628075321
266752 130.25 -0.00290242177878278
267264 130.5 -0.00290996374714619
267776 130.75 -0.00291725016706566
268288 131 -0.00292390262684655
268800 131.25 -0.00293041902665097
269312 131.5 -0.00293724930920639
269824 131.75 -0.00294419464914669
270336 132 -0.00295088815907444
270848 132.25 -0.00295729849242509
271360 132.5 -0.00296365270598278
271872 132.75 -0.00297018725712136
272384 133 -0.00297693166535038
272896 133.25 -0.00298355569660444
273408 133.5 -0.00298968577383473
273920 133.75 -0.00299552787693056
274432 134 -0.0030016996912349
274944 134.25 -0.00300831548687839
275456 134.5 -0.00301484391400748
275968 134.75 -0.00302093703303708
276480 135 -0.00302684523493635
276992 135.25 -0.00303296557350486
277504 135.5 -0.00303932463631044
278016 135.75 -0.00304559550439206
278528 136 -0.0030514943802052
279040 136.25 -0.00305719363915503
279552 136.5 -0.00306314462753364
280064 136.75 -0.00307040070669479
280576 137 -0.00307838194441007
281088 137.25 -0.00308591609958483
281600 137.5 -0.00309308031350243
282112 137.75 -0.00310050906669651
282624 138 -0.00310847451314724
283136 138.25 -0.00311653132270687
283648 138.5 -0.00312425774816478
284160 138.75 -0.00313182383112297
284672 139 -0.00313955743947901
285184 139.25 -0.00314746735202468
285696 139.5 -0.00315547009853564
286208 139.75 -0.00316361359892759
286720 140 -0.0031717945898435
287232 140.25 -0.00317966695568826
287744 140.5 -0.00318721903547582
288256 140.75 -0.00319510998245703
288768 141 -0.00320383599872198
289280 141.25 -0.00321277495606131
289792 141.5 -0.00322087720700978
290304 141.75 -0.00322825883344736
290816 142 -0.00323614087309681
291328 142.25 -0.00324506913434822
291840 142.5 -0.00325415262657424
292352 142.75 -0.00326244964605014
292864 143 -0.00327031785122267
293376 143.25 -0.00327872967708297
293888 143.5 -0.00328775897340754
294400 143.75 -0.00329659719049834
294912 144 -0.003304890955952
295424 144.25 -0.00331319424273785
295936 144.5 -0.0033220430177189
296448 144.75 -0.00333126130220374
296960 145 -0.00334030025586745
297472 145.25 -0.00334889140151636
297984 145.5 -0.00335731047396321
298496 145.75 -0.00336607467133172
299008 146 -0.00337539866990788
299520 146.25 -0.00338488142868308
300032 146.5 -0.00339400940574854
300544 146.75 -0.00340267997235966
301056 147 -0.00341136013452057
301568 147.25 -0.00342060149087278
302080 147.5 -0.00343027270190765
302592 147.75 -0.00343956799304009
303104 148 -0.0034481243904315
303616 148.25 -0.00345650424744691
304128 148.5 -0.00346550715919699
304640 148.75 -0.0034751334691528
305152 149 -0.00348440031835691
305664 149.25 -0.00349261316388082
306176 149.5 -0.00350035086283475
306688 149.75 -0.00350870288474872
307200 150 -0.00351773301595838
307712 150.25 -0.00352648248348814
308224 150.5 -0.00353446110774474
308736 150.75 -0.00354226606235172
309248 151 -0.00355053396563411
309760 151.25 -0.00355901163112691
310272 151.5 -0.00356745624821169
310784 151.75 -0.00357569993527481
311296 152 -0.00358400311923306
311808 152.25 -0.0035927689674815
312320 152.5 -0.00360177149809059
312832 152.75 -0.00361036722715598
313344 153 -0.00361824869118262
313856 153.25 -0.00362593183115523
314368 153.5 -0.00363420474028321
314880 153.75 -0.00364307241406332
315392 154 -0.00365168493200539
315904 154.25 -0.00365947423903491
316416 154.5 -0.00366689057287388
316928 154.75 -0.00367470439349013
317440 155 -0.00368298086440538
317952 155.25 -0.00369115208904962
318464 155.5 -0.00369887280913091
318976 155.75 -0.00370640138586065
319488 156 -0.00371412703196679
320000 156.25 -0.00372199401689428
320512 156.5 -0.00372962310497134
321024 156.75 -0.00373694326810236
321536 157 -0.00374434866933103
322048 157.25 -0.00375205204562122
322560 157.5 -0.00375965562896626
323072 157.75 -0.00376675146889697
323584 158 -0.00377367830679346
324096 158.25 -0.00378111610200984
324608 158.5 -0.00378896482760628
325120 158.75 -0.0037962320102135
325632 159 -0.00380239410020005
326144 159.25 -0.00380840964505482
326656 159.5 -0.00381559089188895
327168 159.75 -0.0038236045669616
327680 160 -0.00383070476094605
328192 160.25 -0.00383620631105679
328704 160.5 -0.00384151505801845
329216 160.75 -0.00384808933328397
329728 161 -0.00385543209743703
330240 161.25 -0.00386197559435094
330752 161.5 -0.00386730234798959
331264 161.75 -0.00387251291014933
331776 162 -0.00387854774865954
332288 162.25 -0.0038849906785617
332800 162.5 -0.00389080360549891
333312 162.75 -0.00389575615699786
333824 163 -0.00390065989256893
334336 163.25 -0.0039062440481498
334848 163.5 -0.00391219113418985
335360 163.75 -0.00391758070511074
335872 164 -0.00392215211225621
336384 164.25 -0.00392664748402513
336896 164.5 -0.00393175962510818
337408 164.75 -0.00393721610729744
337920 165 -0.00394224248918931
338432 165.25 -0.00394664519014049
338944 165.5 -0.00395103132430933
339456 165.75 -0.00395594998125304
339968 166 -0.0039611346573711
340480 166.25 -0.0039658617100342
340992 166.5 -0.00396997462942435
341504 166.75 -0.00397415480976905
342016 167 -0.00397902451348265
342528 167.25 -0.00398427271979276
343040 167.5 -0.00398987364631388
343552 167.75 -0.00399482796476177
344064 168 -0.00399994326099115
344576 168.25 -0.0040059064879724
345088 168.5 -0.00401218930366461
345600 168.75 -0.00401774764115576
346112 169 -0.00402259705327081
346624 169.25 -0.00402791709318676
347136 169.5 -0.00403437179548654
347648 169.75 -0.00404103251417805
348160 170 -0.00404659801722216
348672 170.25 -0.00405127713358658
349184 170.5 -0.00405658121114789
349696 170.75 -0.00406321893660943
350208 171 -0.00407007642719961
350720 171.25 -0.00407577440600888
351232 171.5 -0.00408061014538825
351744 171.75 -0.00408610391920661
352256 172 -0.00409281007365872
352768 172.25 -0.00409957800394892
353280 172.5 -0.00410527779461369
353792 172.75 -0.00411037464294269
354304 173 -0.00411613053412587
354816 173.25 -0.00412280121188661
355328 173.5 -0.0041294122714108
355840 173.75 -0.00413521359837785
356352 174 -0.00414064486469586
356864 174.25 -0.00414659261406449
357376 174.5 -0.00415316016700772
357888 174.75 -0.0041596296916687
358400 175 -0.00416550429310168
358912 175.25 -0.00417115523332027
359424 175.5 -0.00417726842729878
359936 175.75 -0.00418388800479298
360448 176 -0.00419036809166473
360960 176.25 -0.00419623972969084
361472 176.5 -0.00420191118607167
361984 176.75 -0.00420810008264332
362496 177 -0.00421480828640669
363008 177.25 -0.00422129329278008
363520 177.5 -0.00422706158910539
364032 177.75 -0.00423256551400344
364544 178 -0.00423855773170353
365056 178.25 -0.00424500503713213
365568 178.5 -0.00425117164673111
366080 178.75 -0.00425676429008866
366592 179 -0.00426235727214245
367104 179.25 -0.00426842077113361
367616 179.5 -0.00427448802426068
368128 179.75 -0.00427985252200227
368640 180 -0.00428476253463087
369152 180.25 -0.00429013567289477
369664 180.5 -0.00429608960378758
370176 180.75 -0.0043016438367757
370688 181 -0.00430623380463765
371200 181.25 -0.00431067893505022
371712 181.5 -0.00431595925479982
372224 181.75 -0.00432164223494672
372736 182 -0.00432658833612808
373248 182.25 -0.00433136005118798
373760 182.5 -0.00433631311184828
374272 182.75 -0.00434236744166616
374784 183 -0.00434879335250051
375296 183.25 -0.00435421354897442
375808 183.5 -0.00435845259684854
376320 183.75 -0.00436271758860679
376832 184 -0.00436796827930247
377344 184.25 -0.00437370727477559
377856 184.5 -0.00437874218732292
378368 184.75 -0.00438275839834098
378880 185 -0.00438660208384605
379392 185.25 -0.00439109630291041
379904 185.5 -0.00439601196385524
380416 185.75 -0.00440041771198596
380928 186 -0.00440394297221539
381440 186.25 -0.00440731435528949
381952 186.5 -0.00441135309739202
382464 186.75 -0.0044157794468805
382976 187 -0.00441957367751296
383488 187.25 -0.00442242725206974
384000 187.5 -0.00442519597501865
384512 187.75 -0.00442867183604331
385024 188 -0.00443246341708401
385536 188.25 -0.00443564567398892
386048 188.5 -0.00443813764218011
386560 188.75 -0.00444069316378753
387072 189 -0.00444366601854015
387584 189.25 -0.00444654978250449
388096 189.5 -0.00444888254487345
388608 189.75 -0.00445098017200827
389120 190 -0.0044533885286504
389632 190.25 -0.00445600748486959
390144 190.5 -0.00445826641677489
390656 190.75 -0.00446000563988987
391168 191 -0.00446169293961496
391680 191.25 -0.00446372798857644
392192 191.5 -0.00446589347148635
392704 191.75 -0.00446769301779663
393216 192 -0.00446905993403323
393728 192.25 -0.00447044155856822
394240 192.5 -0.00447216678592603
394752 192.75 -0.00447401065616333
395264 193 -0.00447552343332582
395776 193.25 -0.0044766117941699
396288 193.5 -0.00447763151219709
396800 193.75 -0.00447894885361111
397312 194 -0.0044805266787375
397824 194.25 -0.00448199834475563
398336 194.5 -0.00448309633945986
398848 194.75 -0.00448392366696271
399360 195 -0.00448483079468252
399872 195.25 -0.00448607190927473
400384 195.5 -0.00448751891428062
400896 195.75 -0.0044887604567215
401408 196 -0.00448960569549059
401920 196.25 -0.00449035290685995
402432 196.5 -0.00449140466908264
402944 196.75 -0.00449277582469112
403456 197 -0.0044941194373892
403968 197.25 -0.00449514522206651
404480 197.5 -0.00449594348219566
404992 197.75 -0.00449688769450123
405504 198 -0.00449819658212335
406016 198.25 -0.00449966201603309
406528 198.5 -0.00450089607873993
407040 198.75 -0.00450181380596138
407552 199 -0.00450274653613265
408064 199.25 -0.0045040733015537
408576 199.5 -0.00450574228151941
409088 199.75 -0.00450728772385399
409600 200 -0.00450844672216689
410112 200.25 -0.00450956623214632
410624 200.5 -0.00451112571908557
411136 200.75 -0.00451304471823233
411648 201 -0.00451482030331755
412160 201.25 -0.00451624711682995
412672 201.5 -0.00451767634386137
413184 201.75 -0.00451953192372607
413696 202 -0.00452174785137021
414208 202.25 -0.00452397391527239
414720 202.5 -0.00452576709080066
