# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 19 2023 at 19:02:44+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.19-17.02.39-6068
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.19-17.02.39-6068
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
20480 20 1752.47655425575 1683.55199540181 45.6272370815277 41.0847151279449 39.7561535835266 0 5.92694306373596 120 233009.282653844 233009.282653844 9573120 9573120 114401.669461815 114401.669461815 4700160 4700160 391.750517733749 1039427.73119778 12237.434542442 1027190.29665534 2364 6534767 72047 6462720 0 0 0 0 45.2163333892822 1692464605.80154 25826
20992 20.5 1722.87419190362 1684.66594398691 47.3779189586639 42.8353970050812 41.4394934177399 0 5.94096875190735 123 229073.352555505 229073.352555505 9812448 9812448 112469.227247468 112469.227247468 4817664 4817664 401.790000321991 1100629.61216871 12341.1499386411 1088288.46223006 2390 6536216 73496 6462720 0 0 0 0 46.9568407535553 1692464607.55222 26465
21504 21 1729.54266993364 1685.37022558479 48.2534990310669 43.7109770774841 42.301600933075 0 5.95443797111511 126 229959.993394377 229959.993394377 10051776 10051776 112904.545493268 112904.545493268 4935168 4935168 405.24887360114 1098389.26882932 12564.227204298 1085825.04162502 2416 6537700 74980 6462720 0 0 0 0 47.8222317695618 1692464608.4278 27104
22016 21.5 1738.6946750078 1686.1345015729 49.0586760044098 44.516154050827 43.0927350521088 0 5.96849393844604 129 231176.843989038 231176.843989038 10291104 10291104 113501.988384509 113501.988384509 5052672 5052672 408.653055652466 1096045.20934421 12776.0231972464 1083269.18614697 2442 6539148 76428 6462720 0 0 0 0 48.6172425746918 1692464609.23298 27743
22528 22 1746.01769042155 1687.09393113095 49.9028871059418 45.360365152359 43.8710315227509 0 6.08839106559753 132 232150.512118449 232150.512118449 10530432 10530432 113980.034830719 113980.034830719 5170176 5170176 418.445031580941 1110098.69312185 12884.0949402983 1097214.59818156 2588 7128155 77915 7050240 0 0 0 0 49.4509477615356 1692464610.07719 28382
23040 22.5 1716.90736964223 1687.78101896115 51.7203729152679 47.1778509616852 45.6209843158722 0 6.10193347930908 135 228280.003867631 228280.003867631 10769760 10769760 112079.713090245 112079.713090245 5287680 5287680 427.911741884845 1168871.0899165 12978.1860443917 1155892.90387211 2614 7129608 79368 7050240 0 0 0 0 51.2582936286926 1692464611.89468 29021
23552 23 1725.69192563153 1688.25298949338 52.5232760906219 47.9807541370392 46.4093368053436 0 6.11635613441467 138 229447.998431968 229447.998431968 11009088 11009088 112653.168905226 112653.168905226 5405184 5405184 431.145923602348 1166334.28421025 13192.3128831542 1153141.97132709 2640 7131096 80856 7050240 0 0 0 0 52.0512335300446 1692464612.69758 29660
24064 23.5 1736.12186657673 1688.83807004802 53.2718200683594 48.7292981147766 47.1449227333069 0 6.12932562828064 141 230834.763380042 230834.763380042 11248416 11248416 113334.035450129 113334.035450129 5522688 5522688 434.477657193711 1164103.07043914 13399.9307496633 1150703.13968948 2666 7132547 82307 7050240 0 0 0 0 52.7894582748413 1692464613.44612 30299
24576 24 1742.9146444765 1689.62462336587 54.1146569252014 49.5721349716187 47.9235785007477 0 6.24677848815918 144 231737.931129596 231737.931129596 11487744 11487744 113777.467991426 113777.467991426 5640192 5640192 443.86451141466 1177396.65051056 13502.4941163422 1163894.15639421 2812 7721556 83796 7637760 0 0 0 0 53.6217155456543 1692464614.28896 30938
25088 24.5 1718.11104004002 1690.22657964293 55.8779699802399 51.3354480266571 49.6202645301819 0 6.26026654243469 147 228440.04388372 228440.04388372 11727072 11727072 112158.288693812 112158.288693812 5757696 5757696 452.881654884178 1234125.84079496 13589.0064942593 1220536.8343007 2838 7723003 85243 7637760 0 0 0 0 55.3749706745148 1692464616.05227 31577
