# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 29 2023 at 11:58:12+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-09.58.04-5567
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-09.58.04-5567
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
193024 188.5 0.0235233481647208
193536 189 0.0235233488156572
194048 189.5 0.0235233494693323
194560 190 0.0235233501149362
195072 190.5 0.0235233507594487
195584 191 0.0235233514032299
196096 191.5 0.0235233520508795
196608 192 0.0235233527084641
197120 192.5 0.0235233533690632
197632 193 0.0235233540286549
198144 193.5 0.023523354680771
198656 194 0.0235233553439891
199168 194.5 0.0235233560146999
199680 195 0.0235233566841062
200192 195.5 0.0235233573567624
200704 196 0.0235233580166785
201216 196.5 0.0235233586681221
201728 197 0.0235233593183201
202240 197.5 0.0235233599783669
202752 198 0.023523360653445
203264 198.5 0.0235233613296326
203776 199 0.0235233620021399
204288 199.5 0.0235233626838131
204800 200 0.0235233633679001
205312 200.5 0.0235233640452402
205824 201 0.0235233647044862
206336 201.5 0.0235233653630859
206848 202 0.023523366035099
207360 202.5 0.0235233667269692
207872 203 0.023523367442225
208384 203.5 0.0235233681619028
208896 204 0.023523368871103
209408 204.5 0.0235233695775969
209920 205 0.0235233702793583
210432 205.5 0.0235233709860887
210944 206 0.023523371691272
211456 206.5 0.0235233723951485
211968 207 0.0235233730905547
212480 207.5 0.0235233737853886
212992 208 0.0235233744830454
213504 208.5 0.0235233751668964
214016 209 0.0235233758483229
214528 209.5 0.0235233765350251
215040 210 0.0235233772318256
215552 210.5 0.02352337793651
216064 211 0.0235233786436456
216576 211.5 0.023523379342713
217088 212 0.0235233800433627
217600 212.5 0.0235233807455344
218112 213 0.0235233814437812
218624 213.5 0.023523382130044
219136 214 0.0235233828214725
219648 214.5 0.0235233835099836
220160 215 0.0235233841857013
220672 215.5 0.0235233848677002
221184 216 0.0235233855524391
221696 216.5 0.0235233862312091
222208 217 0.0235233869016207
222720 217.5 0.0235233875693154
223232 218 0.0235233882440348
223744 218.5 0.023523388916762
224256 219 0.0235233895993813
224768 219.5 0.0235233902927359
225280 220 0.023523390984593
225792 220.5 0.0235233916618103
226304 221 0.0235233923475877
226816 221.5 0.0235233930323753
227328 222 0.0235233937142815
227840 222.5 0.0235233944031797
228352 223 0.0235233950976594
228864 223.5 0.0235233957790082
229376 224 0.0235233964608427
229888 224.5 0.0235233971474241
230400 225 0.0235233978307905
230912 225.5 0.0235233985137391
231424 226 0.023523399204696
231936 226.5 0.0235233999003062
232448 227 0.0235234006061272
232960 227.5 0.0235234013098416
233472 228 0.0235234020096065
233984 228.5 0.0235234027069535
234496 229 0.023523403419478
235008 229.5 0.0235234041264774
235520 230 0.02352340482132
236032 230.5 0.0235234055142959
236544 231 0.0235234061964919
237056 231.5 0.0235234068818095
237568 232 0.0235234075885207
238080 232.5 0.0235234083178665
238592 233 0.023523409049396
239104 233.5 0.0235234097605471
239616 234 0.0235234104733206
240128 234.5 0.0235234111800172
240640 235 0.0235234118943782
241152 235.5 0.0235234126127755
241664 236 0.0235234133310019
242176 236.5 0.0235234140545797
242688 237 0.0235234147845102
243200 237.5 0.0235234155083546
243712 238 0.0235234162319614
244224 238.5 0.0235234169652494
244736 239 0.0235234176815945
245248 239.5 0.0235234183807396
245760 240 0.0235234190730821
246272 240.5 0.023523419765787
246784 241 0.02352342045452
247296 241.5 0.0235234211475298
247808 242 0.0235234218532266
248320 242.5 0.0235234225587941
248832 243 0.0235234232684544
249344 243.5 0.0235234239754792
249856 244 0.0235234246718238
250368 244.5 0.0235234253652171
250880 245 0.0235234260542182
251392 245.5 0.0235234267374805
251904 246 0.0235234274285406
252416 246.5 0.0235234281156262
252928 247 0.0235234288009853
253440 247.5 0.0235234294861614
253952 248 0.0235234301611408
254464 248.5 0.0235234308393969
254976 249 0.0235234315253002
255488 249.5 0.0235234322139618
256000 250 0.0235234329143665
256512 250.5 0.0235234336106308
257024 251 0.0235234343137716
257536 251.5 0.0235234350124493
258048 252 0.0235234357098249
258560 252.5 0.0235234364101725
259072 253 0.0235234371158517
259584 253.5 0.023523437818156
260096 254 0.0235234385069131
260608 254.5 0.0235234391908773
261120 255 0.0235234398754756
261632 255.5 0.0235234405596582
262144 256 0.0235234412456946
262656 256.5 0.0235234419322516
263168 257 0.0235234426242851
263680 257.5 0.0235234433160487
264192 258 0.0235234440099567
264704 258.5 0.0235234447121632
265216 259 0.0235234453991411
265728 259.5 0.0235234461072201
266240 260 0.023523446809626
266752 260.5 0.0235234475132846
267264 261 0.023523448213994
267776 261.5 0.0235234489158938
268288 262 0.0235234496231792
268800 262.5 0.0235234503414575
269312 263 0.0235234510709077
269824 263.5 0.0235234517949006
270336 264 0.023523452509167
270848 264.5 0.0235234532204808
271360 265 0.0235234539231161
271872 265.5 0.0235234546383619
272384 266 0.0235234553580964
272896 266.5 0.0235234560696058
273408 267 0.0235234567826561
273920 267.5 0.02352345749989
274432 268 0.0235234582084093
274944 268.5 0.0235234589195036
275456 269 0.0235234596357161
275968 269.5 0.0235234603483769
276480 270 0.0235234610610717
276992 270.5 0.0235234617631673
277504 271 0.0235234624693799
278016 271.5 0.0235234631606151
278528 272 0.0235234638454612
279040 272.5 0.0235234645239662
279552 273 0.0235234651988644
280064 273.5 0.0235234658865096
280576 274 0.0235234665785556
281088 274.5 0.0235234672651212
281600 275 0.0235234679548801
282112 275.5 0.0235234686396957
282624 276 0.0235234693218878
283136 276.5 0.0235234700141041
283648 277 0.0235234707005005
284160 277.5 0.0235234713779355
284672 278 0.0235234720595238
285184 278.5 0.0235234727355992
285696 279 0.0235234734138909
286208 279.5 0.0235234740982448
286720 280 0.023523474809015
287232 280.5 0.0235234755165724
287744 281 0.0235234762188684
288256 281.5 0.0235234769066255
288768 282 0.0235234775804864
289280 282.5 0.0235234782430782
289792 283 0.0235234789069852
290304 283.5 0.0235234796053668
290816 284 0.0235234803143261
291328 284.5 0.0235234810194065
291840 285 0.0235234817188125
292352 285.5 0.0235234824262519
292864 286 0.0235234831373903
293376 286.5 0.0235234838419565
293888 287 0.0235234845514122
294400 287.5 0.0235234852490627
294912 288 0.0235234859413076
295424 288.5 0.0235234866252045
295936 289 0.0235234873185978
296448 289.5 0.0235234880134328
296960 290 0.0235234887113052
297472 290.5 0.0235234894139527
297984 291 0.0235234901084572
298496 291.5 0.0235234908050796
299008 292 0.0235234915005396
299520 292.5 0.0235234921920656
300032 293 0.023523492892383
300544 293.5 0.0235234936007445
301056 294 0.0235234943074567
301568 294.5 0.0235234950303155
302080 295 0.0235234957529046
302592 295.5 0.0235234964795735
303104 296 0.0235234971971151
303616 296.5 0.0235234979164278
304128 297 0.0235234986334738
304640 297.5 0.0235234993391063
305152 298 0.0235235000377756
305664 298.5 0.0235235007486511
306176 299 0.0235235014569036
306688 299.5 0.0235235021546744
307200 300 0.0235235028503197
307712 300.5 0.0235235035515437
308224 301 0.0235235042512909
308736 301.5 0.0235235049443983
309248 302 0.0235235056280744
309760 302.5 0.0235235063168413
310272 303 0.0235235070063536
310784 303.5 0.0235235076894803
311296 304 0.0235235083727403
311808 304.5 0.0235235090434916
312320 305 0.0235235097123764
312832 305.5 0.0235235103699328
313344 306 0.0235235110435698
313856 306.5 0.0235235117151981
314368 307 0.0235235123793134
314880 307.5 0.0235235130474803
315392 308 0.0235235137117133
315904 308.5 0.0235235143758688
316416 309 0.0235235150263794
316928 309.5 0.0235235156949873
317440 310 0.0235235163634334
317952 310.5 0.0235235170346213
318464 311 0.0235235177096794
318976 311.5 0.0235235183881259
319488 312 0.0235235190716589
320000 312.5 0.0235235197485095
320512 313 0.0235235204225145
321024 313.5 0.0235235211049601
321536 314 0.0235235217861326
322048 314.5 0.0235235224568387
322560 315 0.0235235231305825
323072 315.5 0.0235235238160525
323584 316 0.0235235245110036
324096 316.5 0.0235235251914502
324608 317 0.0235235258704611
325120 317.5 0.0235235265494313
325632 318 0.0235235272117164
326144 318.5 0.0235235279004079
326656 319 0.0235235285944586
327168 319.5 0.0235235292788441
327680 320 0.0235235299699363
328192 320.5 0.0235235306675772
328704 321 0.0235235313530018
329216 321.5 0.0235235320526876
329728 322 0.0235235327373978
330240 322.5 0.0235235334306715
330752 323 0.0235235341228261
331264 323.5 0.0235235348315998
331776 324 0.0235235355381706
332288 324.5 0.0235235362508946
332800 325 0.0235235369690291
333312 325.5 0.023523537663935
333824 326 0.0235235383612137
334336 326.5 0.023523539038007
334848 327 0.023523539738682
335360 327.5 0.0235235404361165
335872 328 0.0235235411289749
336384 328.5 0.0235235418266705
336896 329 0.023523542529851
337408 329.5 0.0235235432323968
337920 330 0.0235235439281251
338432 330.5 0.0235235446189381
338944 331 0.0235235453026925
339456 331.5 0.0235235459883755
339968 332 0.0235235466661051
340480 332.5 0.023523547334715
340992 333 0.0235235480099929
341504 333.5 0.0235235486769653
342016 334 0.0235235493317606
342528 334.5 0.0235235499859183
343040 335 0.023523550652492
343552 335.5 0.0235235513102026
344064 336 0.0235235519737381
344576 336.5 0.0235235526380807
345088 337 0.0235235533070698
345600 337.5 0.0235235539706578
346112 338 0.0235235546293506
346624 338.5 0.0235235552816312
347136 339 0.0235235559245263
347648 339.5 0.0235235565657152
348160 340 0.0235235572131965
348672 340.5 0.0235235578629195
349184 341 0.0235235585223468
349696 341.5 0.0235235591843304
350208 342 0.0235235598391004
350720 342.5 0.0235235604877472
351232 343 0.0235235611232351
351744 343.5 0.0235235617717795
352256 344 0.0235235624269816
352768 344.5 0.0235235630889079
353280 345 0.0235235637466791
353792 345.5 0.0235235644005653
354304 346 0.0235235650730543
354816 346.5 0.0235235657392639
355328 347 0.0235235663942169
355840 347.5 0.0235235670443351
356352 348 0.0235235676982435
356864 348.5 0.023523568359963
357376 349 0.0235235690094747
357888 349.5 0.0235235696659458
358400 350 0.0235235703269722
358912 350.5 0.0235235709801078
359424 351 0.0235235716303469
359936 351.5 0.0235235722769881
360448 352 0.0235235729399922
360960 352.5 0.0235235736029607
361472 353 0.023523574278355
361984 353.5 0.0235235749563366
362496 354 0.0235235756182592
363008 354.5 0.0235235762796914
363520 355 0.0235235769427226
364032 355.5 0.0235235776044612
364544 356 0.023523578251678
365056 356.5 0.0235235789000083
365568 357 0.0235235795577008
366080 357.5 0.0235235802291908
366592 358 0.0235235808979814
367104 358.5 0.0235235815634241
367616 359 0.0235235822275817
368128 359.5 0.0235235828879453
368640 360 0.0235235835424546
369152 360.5 0.0235235842006165
369664 361 0.0235235848714713
370176 361.5 0.0235235855398443
370688 362 0.0235235862089804
371200 362.5 0.0235235868871062
371712 363 0.0235235875586873
372224 363.5 0.023523588223902
372736 364 0.0235235888928743
373248 364.5 0.0235235895705972
373760 365 0.0235235902424125
374272 365.5 0.0235235909026627
374784 366 0.0235235915559858
375296 366.5 0.0235235922099721
375808 367 0.023523592854013
376320 367.5 0.0235235935107252
376832 368 0.0235235941615484
377344 368.5 0.0235235948174927
377856 369 0.0235235954744117
378368 369.5 0.0235235961303147
378880 370 0.0235235967846798
379392 370.5 0.023523597433135
379904 371 0.0235235980829242
380416 371.5 0.023523598737681
380928 372 0.0235235993967829
381440 372.5 0.023523600050731
381952 373 0.0235236006962008
382464 373.5 0.0235236013470221
382976 374 0.0235236020004699
383488 374.5 0.023523602651331
384000 375 0.0235236033070191
384512 375.5 0.0235236039513073
385024 376 0.0235236045929418
385536 376.5 0.0235236052421501
386048 377 0.0235236058844619
386560 377.5 0.0235236065228863
387072 378 0.0235236071636264
387584 378.5 0.0235236078176655
388096 379 0.0235236084788063
388608 379.5 0.0235236091429399
389120 380 0.0235236097914347
389632 380.5 0.0235236104420902
390144 381 0.0235236110859186
390656 381.5 0.0235236117421812
391168 382 0.0235236123929595
391680 382.5 0.0235236130562208
392192 383 0.0235236137254955
392704 383.5 0.0235236143847499
393216 384 0.0235236150330063
393728 384.5 0.0235236156848822
394240 385 0.0235236163214788
394752 385.5 0.0235236169523038
395264 386 0.0235236175998371
395776 386.5 0.0235236182531386
396288 387 0.0235236189216889
396800 387.5 0.023523619585029
397312 388 0.0235236202445713
397824 388.5 0.0235236209030139
398336 389 0.0235236215620499
398848 389.5 0.0235236222224035
399360 390 0.0235236228765965
399872 390.5 0.0235236235245451
400384 391 0.0235236241658118
400896 391.5 0.0235236248253258
401408 392 0.023523625486415
401920 392.5 0.0235236261381736
402432 393 0.0235236267955719
402944 393.5 0.0235236274562889
403456 394 0.0235236281209037
403968 394.5 0.0235236287778686
404480 395 0.0235236294335306
404992 395.5 0.0235236300845588
405504 396 0.0235236307393634
406016 396.5 0.0235236313898002
406528 397 0.0235236320358431
407040 397.5 0.0235236326921287
407552 398 0.0235236333517666
408064 398.5 0.0235236340116374
408576 399 0.0235236346551292
409088 399.5 0.02352363529695
409600 400 0.0235236359526205
