# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 29 2023 at 11:58:12+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-09.58.04-5567
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-09.58.04-5567
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
56832 55.5 0.00041431474808662 0.000414314748086807 0.000414314748086329
57344 56 0.000417755338993876 0.000417755338993523 0.000417755338992951
57856 56.5 0.000420567402098941 0.000420567402098879 0.00042056740209869
58368 57 0.00042360620274861 0.000423606202748992 0.000423606202749218
58880 57.5 0.000427125802006579 0.000427125802006678 0.00042712580200698
59392 58 0.000430383018745897 0.00043038301874558 0.000430383018745832
59904 58.5 0.000432862939958908 0.000432862939958888 0.000432862939959153
60416 59 0.000435148185510803 0.000435148185511152 0.000435148185511272
60928 59.5 0.000437986883474764 0.000437986883474848 0.000437986883474527
61440 60 0.000440966349569058 0.000440966349568884 0.000440966349568259
61952 60.5 0.000442909184241156 0.00044290918424115 0.00044290918424092
62464 61 0.000443526163311286 0.00044352616331142 0.000443526163311898
62976 61.5 0.000443930989622086 0.00044393098962209 0.000443930989622552
63488 62 0.000445238545999397 0.000445238545999151 0.000445238545999091
64000 62.5 0.000447186015921794 0.000447186015921503 0.000447186015921419
64512 63 0.000448590251765024 0.000448590251765035 0.000448590251765323
65024 63.5 0.000448821685626276 0.000448821685626543 0.000448821685626778
65536 64 0.000448237464471976 0.000448237464472173 0.000448237464471914
66048 64.5 0.000447311822354049 0.000447311822354344 0.000447311822353749
66560 65 0.000446536874790341 0.000446536874789981 0.000446536874789833
67072 65.5 0.000446588047112666 0.000446588047112641 0.000446588047112756
67584 66 0.000445677389887767 0.00044567738988813 0.000445677389888132
68096 66.5 0.000444142618071149 0.000444142618071164 0.000444142618071063
68608 67 0.000443095482789943 0.000443095482789628 0.000443095482789813
69120 67.5 0.000442728319093672 0.000442728319093682 0.000442728319093733
69632 68 0.000441915815395085 0.000441915815395327 0.000441915815394967
70144 68.5 0.000439803510773434 0.000439803510773549 0.000439803510773514
70656 69 0.000436971886399735 0.00043697188639977 0.000436971886400132
71168 69.5 0.000435139956905879 0.000435139956906009 0.000435139956906174
71680 70 0.000433629354203376 0.000433629354203266 0.000433629354204072
72192 70.5 0.000432295282595205 0.000432295282594614 0.000432295282594937
72704 71 0.000430722570326523 0.000430722570326264 0.000430722570325775
73216 71.5 0.000428799372452136 0.000428799372452713 0.000428799372452123
73728 72 0.000426839966719586 0.000426839966719877 0.000426839966719714
74240 72.5 0.000424894452649179 0.000424894452648783 0.000424894452649039
74752 73 0.000422623436886543 0.00042262343688653 0.000422623436886951
75264 73.5 0.000419991145755258 0.000419991145755748 0.000419991145755913
75776 74 0.000417444472674792 0.00041744447267485 0.000417444472674527
76288 74.5 0.000415150677219257 0.000415150677218918 0.000415150677218716
76800 75 0.000412628303942552 0.000412628303942531 0.000412628303942919
77312 75.5 0.000409489270047272 0.000409489270047459 0.000409489270047631
77824 76 0.000406077071182501 0.000406077071182333 0.000406077071181939
78336 76.5 0.000402941367926612 0.000402941367926191 0.000402941367926096
78848 77 0.000400007519702208 0.000400007519701991 0.000400007519702228
79360 77.5 0.000396731158751571 0.000396731158751655 0.00039673115875147
79872 78 0.00039293566557647 0.000392935665576862 0.00039293566557667
80384 78.5 0.000389062094418603 0.000389062094419031 0.000389062094419508
80896 79 0.000385525163854934 0.000385525163854755 0.000385525163855255
81408 79.5 0.000382134023941677 0.000382134023941245 0.000382134023940953
81920 80 0.000378353339766805 0.00037835333976701 0.00037835333976637
82432 80.5 0.000373989117022581 0.000373989117023069 0.000373989117023073
82944 81 0.000369384049558513 0.000369384049558444 0.000369384049559053
83456 81.5 0.0003649668820646 0.00036496688206441 0.000364966882064524
83968 82 0.000360818346603624 0.000360818346603553 0.000360818346603078
84480 82.5 0.000356712595244294 0.000356712595243806 0.000356712595243773
84992 83 0.00035240235328949 0.000352402353289345 0.000352402353289691
85504 83.5 0.00034776892656674 0.000347768926567656 0.000347768926567662
86016 84 0.000342826818359793 0.000342826818360417 0.000342826818360426
86528 84.5 0.000337745019088697 0.000337745019088353 0.00033774501908855
87040 85 0.000332826869364545 0.000332826869364388 0.000332826869364055
87552 85.5 0.000328269673706717 0.000328269673706824 0.000328269673706234
88064 86 0.000323867843072144 0.000323867843071648 0.000323867843071969
88576 86.5 0.000319133139321433 0.000319133139320798 0.000319133139321696
89088 87 0.00031385390370307 0.000313853903703396 0.000313853903703499
89600 87.5 0.000308399672562681 0.000308399672563622 0.000308399672562991
90112 88 0.00030330020954759 0.000303300209547847 0.000303300209547649
90624 88.5 0.000298615120528012 0.000298615120527592 0.000298615120527815
91136 89 0.000293897795224115 0.00029389779522422 0.000293897795224197
91648 89.5 0.000288745191982272 0.000288745191982671 0.000288745191982641
92160 90 0.000283213641375391 0.00028321364137485 0.000283213641375117
92672 90.5 0.000277657612672252 0.000277657612671226 0.000277657612671431
93184 91 0.000273591471079363 0.000273591471079717 0.000273591471079211
93696 91.5 0.000270234060494795 0.00027023406049458 0.000270234060494011
94208 92 0.000266724499676419 0.0002667244996765 0.000266724499676405
94720 92.5 0.000263094762534488 0.000263094762535119 0.000263094762535112
95232 93 0.000259548008609884 0.000259548008609895 0.000259548008610329
95744 93.5 0.000256250732302217 0.000256250732301282 0.000256250732302023
96256 94 0.000253075575640886 0.000253075575640407 0.000253075575639973
96768 94.5 0.000249639644065176 0.000249639644065855 0.000249639644064405
97280 95 0.000245774934240918 0.000245774934241297 0.000245774934240984
97792 95.5 0.000241847265380496 0.000241847265379798 0.00024184726538092
98304 96 0.000238373016475305 0.000238373016475285 0.000238373016475881
98816 96.5 0.000235376852855316 0.000235376852856466 0.000235376852856094
99328 97 0.00023232878869394 0.000232328788694258 0.000232328788693974
99840 97.5 0.000228810462858884 0.000228810462858076 0.000228810462857931
100352 98 0.000225067596822186 0.00022506759682174 0.000225067596821707
100864 98.5 0.000221643262241661 0.000221643262241563 0.000221643262242013
101376 99 0.000218588842506754 0.000218588842506475 0.000218588842506875
101888 99.5 0.00021543978895077 0.00021543978895106 0.000215439788950833
102400 100 0.000211952962814416 0.000211952962815349 0.000211952962814859
102912 100.5 0.000208405507371643 0.000208405507371565 0.000208405507371274
103424 101 0.000205078284737446 0.000205078284736116 0.00020507828473632
103936 101.5 0.000201864009159773 0.000201864009159396 0.000201864009159845
104448 102 0.000198552930040332 0.000198552930041552 0.000198552930041563
104960 102.5 0.000195208499903175 0.000195208499903801 0.000195208499903424
105472 103 0.000192048593989563 0.000192048593988753 0.000192048593988672
105984 103.5 0.000189073588923141 0.000189073588922391 0.000189073588922824
106496 104 0.000186015332898806 0.000186015332898542 0.000186015332899179
107008 104.5 0.000182686618610947 0.000182686618610946 0.000182686618610969
107520 105 0.000179235786217579 0.00017923578621842 0.000179235786217635
108032 105.5 0.000175971046947321 0.000175971046948219 0.000175971046947655
108544 106 0.000173012250507198 0.000173012250506644 0.000173012250506946
109056 106.5 0.000170192087633923 0.00017019208763299 0.000170192087633598
109568 107 0.000167249814114908 0.000167249814115275 0.00016724981411566
110080 107.5 0.000164088220186614 0.000164088220187414 0.000164088220187536
110592 108 0.000160880806826621 0.000160880806826352 0.000160880806826337
111104 108.5 0.000157903415735542 0.00015790341573487 0.000157903415734628
111616 109 0.0001552178204298 0.000155217820429988 0.000155217820429512
112128 109.5 0.000152593324797895 0.000152593324798197 0.000152593324798267
112640 110 0.000149806497997199 0.000149806497996849 0.000149806497997491
113152 110.5 0.00014692694014453 0.000146926940144532 0.000146926940144619
113664 111 0.000144200755951571 0.000144200755952528 0.000144200755952016
114176 111.5 0.00014171548685115 0.000141715486851623 0.00014171548685151
114688 112 0.000139311748970324 0.000139311748969359 0.000139311748969602
115200 112.5 0.000136818068165634 0.000136818068164716 0.000136818068164857
115712 113 0.000134254991082968 0.000134254991083453 0.00013425499108354
116224 113.5 0.000131772892821327 0.000131772892822067 0.000131772892822098
116736 114 0.000129468029637962 0.000129468029637682 0.00012946802963781
117248 114.5 0.000127305632828186 0.000127305632827788 0.000127305632827905
117760 115 0.000125186297341436 0.000125186297341836 0.000125186297341588
118272 115.5 0.000123059125096224 0.000123059125096724 0.000123059125096483
118784 116 0.000120977868042513 0.000120977868042454 0.000120977868042537
119296 116.5 0.000119035949132516 0.000119035949132226 0.000119035949132191
119808 117 0.000117234532904549 0.000117234532904549 0.000117234532904557
120320 117.5 0.000115458547189942 0.000115458547190258 0.000115458547190757
120832 118 0.00011362768898804 0.000113627688988209 0.000113627688988416
121344 118.5 0.00011181980708622 0.00011181980708579 0.000111819807085287
121856 119 0.000110162735391934 0.000110162735391316 0.000110162735391137
122368 119.5 0.000108641802274696 0.000108641802274649 0.000108641802275239
122880 120 0.000107129805398068 0.00010712980539852 0.000107129805398817
123392 120.5 0.000105604902668838 0.000105604902669227 0.000105604902668428
123904 121 0.000104205739205549 0.000104205739205813 0.000104205739204852
124416 121.5 0.000103018075855308 0.000103018075855474 0.000103018075855824
124928 122 0.000101929407028819 0.000101929407028411 0.000101929407029582
125440 122.5 0.000100790986980285 0.000100790986979595 0.000100790986979778
125952 123 9.96311105536921e-05 9.96311105537877e-05 9.96311105530678e-05
126464 123.5 9.85878686159921e-05 9.8587868616568e-05 9.8587868616494e-05
126976 124 9.76950106707848e-05 9.76950106706734e-05 9.76950106712479e-05
127488 124.5 9.68698010713992e-05 9.68698010710931e-05 9.68698010709885e-05
128000 125 9.60736090063683e-05 9.60736090068183e-05 9.60736090061893e-05
128512 125.5 9.53461533333807e-05 9.53461533338467e-05 9.53461533339819e-05
129024 126 9.46859933250649e-05 9.46859933247227e-05 9.46859933252692e-05
129536 126.5 9.40317433364979e-05 9.40317433360657e-05 9.4031743335777e-05
130048 127 9.33924285665359e-05 9.339242856693e-05 9.33924285662953e-05
130560 127.5 9.28772550427776e-05 9.28772550434147e-05 9.28772550437094e-05
131072 128 9.25344090119883e-05 9.25344090118644e-05 9.25344090125117e-05
131584 128.5 9.22509206849862e-05 9.22509206844176e-05 9.22509206843597e-05
132096 129 9.18977389790774e-05 9.18977389789812e-05 9.18977389787805e-05
132608 129.5 9.15170185021665e-05 9.15170185027135e-05 9.15170185026001e-05
133120 130 9.12605654696856e-05 9.12605654701711e-05 9.1260565469566e-05
133632 130.5 9.11662582841509e-05 9.11662582840098e-05 9.11662582837603e-05
134144 131 9.1117095153937e-05 9.11170951534415e-05 9.11170951542377e-05
134656 131.5 9.10379728376932e-05 9.1037972837464e-05 9.10379728379232e-05
135168 132 9.10071970104332e-05 9.10071970107543e-05 9.10071970101552e-05
135680 132.5 9.11149571228222e-05 9.11149571234298e-05 9.11149571229471e-05
136192 133 9.1319508003845e-05 9.13195080041224e-05 9.13195080043897e-05
136704 133.5 9.15306061565615e-05 9.15306061560782e-05 9.15306061566333e-05
137216 134 9.17561573677502e-05 9.17561573671189e-05 9.17561573671838e-05
137728 134.5 9.20625478615385e-05 9.20625478617895e-05 9.20625478612674e-05
138240 135 9.24370393502513e-05 9.24370393510794e-05 9.24370393508503e-05
138752 135.5 9.28070082455161e-05 9.28070082457598e-05 9.28070082459196e-05
139264 136 9.3190628972604e-05 9.3190628972326e-05 9.31906289721562e-05
139776 136.5 9.37074677855988e-05 9.37074677854801e-05 9.37074677854514e-05
140288 137 9.43949763279313e-05 9.43949763278713e-05 9.43949763283834e-05
140800 137.5 9.51180361211615e-05 9.51180361211284e-05 9.511803612111e-05
141312 138 9.57450589659829e-05 9.5745058966006e-05 9.57450589654911e-05
141824 138.5 9.63400812929533e-05 9.63400812927583e-05 9.63400812929443e-05
142336 139 9.70722875447867e-05 9.7072287544868e-05 9.70722875452453e-05
142848 139.5 9.79764727369112e-05 9.79764727374246e-05 9.79764727370612e-05
143360 140 9.89207995354799e-05 9.89207995353532e-05 9.8920799534924e-05
143872 140.5 9.9805190439364e-05 9.98051904386667e-05 9.9805190438583e-05
144384 141 0.000100681621120306 0.000100681621120451 0.000100681621119977
144896 141.5 0.000101649317759345 0.000101649317760055 0.00010164931775979
145408 142 0.000102715857791288 0.000102715857791009 0.00010271585779214
145920 142.5 0.000103817407072742 0.000103817407072013 0.000103817407073005
146432 143 0.000104925160451412 0.000104925160451716 0.000104925160450837
146944 143.5 0.00010606576485374 0.000106065764854403 0.000106065764853346
147456 144 0.000107256870904983 0.000107256870904846 0.000107256870905207
147968 144.5 0.000108481636465889 0.000108481636465546 0.000108481636466087
148480 145 0.00010972696752587 0.000109726967526025 0.000109726967525838
148992 145.5 0.000111008676118565 0.000111008676118606 0.000111008676118409
149504 146 0.000112349501209487 0.000112349501209044 0.000112349501209282
150016 146.5 0.000113742735723512 0.000113742735723252 0.000113742735723415
150528 147 0.000115144579642723 0.000115144579643 0.000115144579642519
151040 147.5 0.000116515621293493 0.000116515621294019 0.000116515621293535
151552 148 0.000117881191011392 0.000117881191011888 0.000117881191012191
152064 148.5 0.000119323228398484 0.000119323228398676 0.000119323228398807
152576 149 0.000120880873594511 0.000120880873594233 0.000120880873593543
153088 149.5 0.000122483181366487 0.00012248318136619 0.000122483181366108
153600 150 0.000124023603256018 0.000124023603256078 0.000124023603257077
154112 150.5 0.000125489611515488 0.00012548961151566 0.000125489611515893
154624 151 0.000126974312899457 0.000126974312899635 0.000126974312898617
155136 151.5 0.000128558289914068 0.000128558289914431 0.000128558289913839
155648 152 0.000130218347033111 0.000130218347033366 0.000130218347033631
156160 152.5 0.000131868901141431 0.000131868901140987 0.000131868901141229
156672 153 0.000133468579749165 0.000133468579748503 0.00013346857974862
157184 153.5 0.000135057781265581 0.000135057781265921 0.000135057781265983
157696 154 0.000136692544964367 0.000136692544965235 0.000136692544964833
158208 154.5 0.000138366915360233 0.000138366915360208 0.000138366915359478
158720 155 0.000140027626349082 0.0001400276263486 0.000140027626348512
159232 155.5 0.000141655533990052 0.00014165553398996 0.00014165553399099
159744 156 0.000143292218056276 0.000143292218056139 0.000143292218056979
160256 156.5 0.000144976878475131 0.000144976878475315 0.000144976878474261
160768 157 0.000146691010659251 0.000146691010660014 0.000146691010658307
161280 157.5 0.000148387104714719 0.00014838710471473 0.000148387104715111
161792 158 0.000150053352797796 0.000150053352797226 0.000150053352798648
162304 158.5 0.00015172593967538 0.000151725939675703 0.00015172593967529
162816 159 0.000153439293143529 0.000153439293143887 0.000153439293142892
163328 159.5 0.000155180022299716 0.000155180022299025 0.000155180022299572
163840 160 0.000156902840771462 0.000156902840770925 0.000156902840771559
164352 160.5 0.000158590692668934 0.000158590692669249 0.000158590692669058
164864 161 0.000160280225442766 0.000160280225443263 0.000160280225443384
165376 161.5 0.000162014531210482 0.0001620145312107 0.000162014531210781
165888 162 0.000163784154353453 0.000163784154353414 0.000163784154352573
166400 162.5 0.000165531761161247 0.000165531761161264 0.000165531761160447
166912 163 0.000167222911241856 0.000167222911241736 0.000167222911242022
167424 163.5 0.000168884664992867 0.00016888466499223 0.000168884664993184
167936 164 0.000170566186685547 0.000170566186685389 0.000170566186685504
168448 164.5 0.000172274113365141 0.000172274113366278 0.000172274113365079
168960 165 0.000173963989184712 0.000173963989185416 0.00017396398918468
169472 165.5 0.000175603854613606 0.000175603854612504 0.00017560385461347
169984 166 0.000177218663187794 0.000177218663186661 0.000177218663187825
170496 166.5 0.000178846757422551 0.000178846757422997 0.000178846757422905
171008 167 0.000180479320378748 0.000180479320379503 0.000180479320378845
171520 167.5 0.000182086220875003 0.000182086220874764 0.000182086220874431
172032 168 0.000183676274253935 0.000183676274253702 0.000183676274253516
172544 168.5 0.000185275867189151 0.000185275867189777 0.000185275867189572
173056 169 0.000186862575321078 0.000186862575321359 0.000186862575321635
173568 169.5 0.000188384312674798 0.000188384312673989 0.000188384312674589
174080 170 0.000189852447600469 0.000189852447599998 0.000189852447599586
174592 170.5 0.00019135588466794 0.000191355884668823 0.000191355884667378
175104 171 0.000192947075315039 0.00019294707531596 0.000192947075315711
175616 171.5 0.000194554494292623 0.000194554494291932 0.000194554494293488
176128 172 0.000196062576447052 0.000196062576445558 0.000196062576446474
176640 172.5 0.000197955945059815 0.000197955945059452 0.000197955945059014
177152 173 0.00020014324855613 0.000200143248556146 0.000200143248555927
177664 173.5 0.000202335883886 0.000202335883886776 0.000202335883887023
178176 174 0.000204517851080708 0.00020451785108139 0.00020451785108162
178688 174.5 0.000206647678479374 0.000206647678478843 0.000206647678479184
179200 175 0.00020870387452463 0.000208703874523732 0.000208703874524142
179712 175.5 0.000210720613329688 0.000210720613329886 0.000210720613329594
180224 176 0.000212744414836953 0.00021274441483766 0.000212744414836814
180736 176.5 0.000214764244766712 0.000214764244766649 0.000214764244766335
181248 177 0.000216723237030501 0.000216723237030102 0.000216723237030314
181760 177.5 0.000218601725020069 0.000218601725020307 0.000218601725020257
182272 178 0.000220447479766552 0.000220447479767076 0.000220447479766705
182784 178.5 0.000222301349509624 0.000222301349509598 0.000222301349509407
183296 179 0.00022413128159663 0.000224131281596162 0.000224131281596457
183808 179.5 0.000225882511724709 0.000225882511724315 0.000225882511725007
184320 180 0.000227567865512722 0.000227567865512851 0.000227567865513179
184832 180.5 0.00022925060005713 0.000229250600057809 0.000229250600057088
185344 181 0.000230942657458764 0.000230942657459132 0.000230942657458086
185856 181.5 0.000232583529168752 0.000232583529168051 0.000232583529168165
186368 182 0.000234134810871129 0.000234134810870214 0.000234134810871335
186880 182.5 0.000235635370961856 0.000235635370961896 0.000235635370962301
187392 183 0.000237132846158382 0.000237132846158959 0.000237132846158269
187904 183.5 0.000238610753612944 0.000238610753613281 0.000238610753612812
188416 184 0.000240023499929655 0.000240023499929801 0.000240023499929933
188928 184.5 0.00024137347207716 0.000241373472077154 0.000241373472076916
189440 185 0.000242711890161417 0.000242711890161321 0.000242711890160755
189952 185.5 0.000244065611557293 0.00024406561155723 0.000244065611557434
190464 186 0.000245395790799595 0.000245395790799208 0.000245395790799923
190976 186.5 0.000246649787685434 0.000246649787684817 0.000246649787684933
191488 187 0.000247831512552986 0.000247831512553016 0.000247831512552617
192000 187.5 0.000248989531186575 0.000248989531187358 0.000248989531186982
192512 188 0.00025014821357449 0.000250148213574891 0.000250148213574786
193024 188.5 0.000251283180214071 0.000251283180213557 0.000251283180213978
193536 189 0.000252362727169587 0.000252362727169233 0.000252362727169579
194048 189.5 0.000253390628746098 0.000253390628746587 0.000253390628746042
194560 190 0.000254400290936583 0.00025440029093685 0.000254400290936186
195072 190.5 0.000255409868596853 0.000255409868596152 0.000255409868596684
195584 191 0.000256393853249025 0.000256393853248327 0.000256393853249345
196096 191.5 0.000257315589592139 0.000257315589592426 0.000257315589592256
196608 192 0.000258182492585758 0.000258182492586635 0.000258182492585315
197120 192.5 0.000259040166188107 0.000259040166188501 0.000259040166187882
197632 193 0.000259906697514549 0.000259906697514086 0.000259906697514932
198144 193.5 0.00026074480498873 0.000260744804988222 0.000260744804988868
198656 194 0.000261515771608277 0.000261515771608593 0.000261515771607846
199168 194.5 0.00026223715169423 0.000262237151694795 0.000262237151694245
199680 195 0.000262961475000265 0.000262961475000097 0.000262961475001063
200192 195.5 0.000263703085027744 0.00026370308502728 0.000263703085028159
200704 196 0.000264413799108833 0.000264413799108898 0.000264413799108241
201216 196.5 0.000265046214699094 0.000265046214699307 0.000265046214698407
201728 197 0.00026562118656798 0.000265621186567913 0.000265621186568203
202240 197.5 0.000266202681733672 0.000266202681733714 0.000266202681734254
202752 198 0.000266811337953817 0.000266811337953949 0.000266811337953577
