# Scalar ASCII output created by CarpetIOScalar
# created on libaas504-p018.laboratori.local by n.grillo6 on Aug 29 2023 at 11:58:12+0200
# parameter filename: "TOV_example.par"
# Build ID: build-sim-ubntlts2004-azr.laboratori.local-studente-2021.03.14-22.06.53-121802
# Simulation ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-09.58.04-5567
# Run ID: run-TOV_example-libaas504-p018.laboratori.local-n.grillo6-2023.08.29-09.58.04-5567
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
15360 15 0.0072119230242884 0.00721192302428851 0.00721192302428822
15872 15.5 0.00698026493652297 0.00698026493652287 0.00698026493652295
16384 16 0.00673151664384786 0.0067315166438476 0.0067315166438481
16896 16.5 0.00646803567797111 0.00646803567797111 0.00646803567797115
17408 17 0.00619106649099241 0.00619106649099244 0.00619106649099195
17920 17.5 0.00590179192466209 0.00590179192466177 0.00590179192466145
18432 18 0.00560122366156081 0.00560122366156044 0.00560122366156055
18944 18.5 0.00533014668961813 0.00533014668961784 0.00533014668961829
19456 19 0.00505008622746668 0.00505008622746635 0.00505008622746651
19968 19.5 0.00475951892993718 0.00475951892993723 0.00475951892993704
20480 20 0.00445882923118654 0.00445882923118629 0.00445882923118595
20992 20.5 0.00414758545569463 0.00414758545569461 0.00414758545569394
21504 21 0.00382549962913182 0.00382549962913196 0.00382549962913181
22016 21.5 0.00349390005058291 0.00349390005058285 0.00349390005058325
22528 22 0.00315577137336214 0.00315577137336171 0.00315577137336276
23040 22.5 0.00281373448387112 0.0028137344838704 0.00281373448387139
23552 23 0.00246860296258683 0.00246860296258634 0.00246860296258671
24064 23.5 0.00211946760177099 0.0021194676017706 0.00211946760177088
24576 24 0.00176728565038959 0.00176728565038943 0.00176728565038943
25088 24.5 0.00141419415373838 0.0014141941537377 0.00141419415373807
25600 25 0.00106217907722711 0.00106217907722622 0.00106217907722642
26112 25.5 0.000803137238410271 0.000803137238410286 0.000803137238409562
26624 26 0.000606809924248256 0.000606809924248361 0.000606809924248084
27136 26.5 0.000418333004667158 0.000418333004667048 0.000418333004667506
27648 27 0.000239580273119531 0.000239580273119246 0.000239580273119686
28160 27.5 7.21832155145916e-05 7.21832155144212e-05 7.21832155144228e-05
28672 28 2.94430375702722e-05 2.94430375703443e-05 2.94430375704401e-05
29184 28.5 0.000107104443575785 0.000107104443575925 0.000107104443575899
29696 29 0.000187044687625254 0.000187044687625339 0.000187044687625097
30208 29.5 0.000267896391958976 0.000267896391958998 0.000267896391958623
30720 30 0.00034620714518164 0.000346207145181683 0.000346207145181395
31232 30.5 0.000418739043563252 0.000418739043563243 0.000418739043563162
31744 31 0.00048505493530878 0.000485054935308661 0.000485054935308707
32256 31.5 0.000547065117273249 0.000547065117272994 0.000547065117273112
32768 32 0.000606977702395039 0.000606977702394786 0.00060697770239495
33280 32.5 0.000664735047713988 0.000664735047713921 0.000664735047714075
33792 33 0.00071831053319067 0.000718310533190783 0.000718310533190812
34304 33.5 0.000765541350168751 0.000765541350168788 0.000765541350168744
34816 34 0.000805969062534745 0.00080596906253462 0.000805969062534626
35328 34.5 0.000840980351938104 0.00084098035193804 0.00084098035193808
35840 35 0.00087225786814395 0.000872257868144139 0.000872257868144135
36352 35.5 0.000900135542550236 0.000900135542550551 0.000900135542550498
36864 36 0.000923385857988753 0.00092338585798891 0.000923385857988811
37376 36.5 0.000940533026326895 0.000940533026326901 0.000940533026326785
37888 37 0.000951324368511459 0.000951324368511494 0.000951324368511479
38400 37.5 0.000983443283321879 0.000983443283322104 0.000983443283322427
38912 38 0.00108880176210335 0.00108880176210369 0.00108880176210364
39424 38.5 0.00119486985377453 0.00119486985377434 0.00119486985377429
39936 39 0.00130050612446386 0.00130050612446353 0.00130050612446381
40448 39.5 0.00140576769850172 0.00140576769850155 0.00140576769850201
40960 40 0.00151115626524854 0.00151115626524863 0.00151115626524911
41472 40.5 0.00161672994162062 0.00161672994162109 0.00161672994162086
41984 41 0.00172214672382748 0.00172214672382773 0.00172214672382747
42496 41.5 0.0018270985684545 0.0018270985684543 0.00182709856845438
43008 42 0.00193175811655049 0.00193175811655035 0.00193175811655078
43520 42.5 0.00203703550111045 0.00203703550111028 0.00203703550111075
44032 43 0.00214244895487246 0.00214244895487237 0.00214244895487289
44544 43.5 0.00224693590731514 0.00224693590731474 0.00224693590731509
45056 44 0.00234973994863191 0.00234973994863161 0.00234973994863212
45568 44.5 0.0024505490809539 0.00245054908095365 0.00245054908095417
46080 45 0.00254906250623095 0.00254906250623093 0.00254906250623139
46592 45.5 0.00264463913117596 0.0026446391311761 0.00264463913117633
47104 46 0.00273677027480014 0.00273677027479982 0.00273677027479997
47616 46.5 0.00282548793645384 0.00282548793645368 0.002825487936454
48128 47 0.00291108793415668 0.00291108793415689 0.00291108793415717
48640 47.5 0.00299358448814092 0.00299358448814102 0.00299358448814108
49152 48 0.00307245841381375 0.00307245841381336 0.00307245841381354
49664 48.5 0.00314819148733145 0.0031481914873314 0.00314819148733151
50176 49 0.00322179237340702 0.00322179237340726 0.00322179237340758
50688 49.5 0.00329411977524897 0.00329411977524917 0.00329411977524971
51200 50 0.00336550271656287 0.00336550271656273 0.00336550271656348
51712 50.5 0.00343522893690343 0.00343522893690323 0.00343522893690375
52224 51 0.00350124993452896 0.00350124993452901 0.00350124993452893
52736 51.5 0.00356302329835183 0.00356302329835176 0.00356302329835164
53248 52 0.00362034933323436 0.00362034933323423 0.00362034933323463
53760 52.5 0.00367236876656511 0.00367236876656468 0.0036723687665653
54272 53 0.00372034724221214 0.00372034724221203 0.00372034724221236
54784 53.5 0.0037658854991413 0.0037658854991417 0.00376588549914157
55296 54 0.00395528307719007 0.00395528307718978 0.00395528307719005
55808 54.5 0.00421037832102522 0.00421037832102495 0.00421037832102518
56320 55 0.00446200525962536 0.0044620052596256 0.00446200525962594
56832 55.5 0.00470948015780161 0.00470948015780143 0.00470948015780168
57344 56 0.00495198552998207 0.00495198552998158 0.00495198552998194
57856 56.5 0.00518846825503609 0.00518846825503591 0.00518846825503611
58368 57 0.00541788055802407 0.00541788055802448 0.00541788055802429
58880 57.5 0.00563952304334448 0.00563952304334464 0.0056395230433447
59392 58 0.00585294682453914 0.00585294682453892 0.00585294682453931
59904 58.5 0.00605749595498046 0.00605749595498032 0.00605749595498043
60416 59 0.00625222689247467 0.00625222689247457 0.00625222689247478
60928 59.5 0.0064363942746896 0.00643639427468914 0.00643639427468995
61440 60 0.0066097290702436 0.0066097290702434 0.00660972907024376
61952 60.5 0.00677204314286487 0.00677204314286487 0.00677204314286441
62464 61 0.00692314391461137 0.00692314391461116 0.00692314391461145
62976 61.5 0.00706303685829903 0.00706303685829875 0.00706303685829966
63488 62 0.00719164968420402 0.00719164968420366 0.00719164968420387
64000 62.5 0.00730883060523502 0.00730883060523471 0.00730883060523446
64512 63 0.0074144526413486 0.00741445264134805 0.00741445264134797
65024 63.5 0.00750813163819575 0.00750813163819509 0.00750813163819523
65536 64 0.00758951665509927 0.00758951665509947 0.00758951665509924
66048 64.5 0.00765848272662029 0.00765848272662051 0.0076584827266198
66560 65 0.00771499959539726 0.00771499959539737 0.00771499959539715
67072 65.5 0.00775923881217669 0.00775923881217653 0.00775923881217681
67584 66 0.00779293938087809 0.00779293938087815 0.00779293938087831
68096 66.5 0.00781658248407934 0.00781658248407974 0.00781658248407919
68608 67 0.00783032725095055 0.00783032725095082 0.00783032725095028
69120 67.5 0.00783417895342596 0.00783417895342594 0.00783417895342577
69632 68 0.00782780739218832 0.00782780739218806 0.00782780739218855
70144 68.5 0.00781021528858334 0.00781021528858325 0.00781021528858335
70656 69 0.00778165172266609 0.00778165172266595 0.00778165172266602
71168 69.5 0.00774288644902135 0.00774288644902124 0.00774288644902164
71680 70 0.00769438065918656 0.00769438065918645 0.00769438065918713
72192 70.5 0.00763609482720338 0.00763609482720325 0.00763609482720438
72704 71 0.00756815449799211 0.00756815449799169 0.00756815449799201
73216 71.5 0.0074909741788225 0.00749097417882178 0.00749097417882222
73728 72 0.00740514050140011 0.00740514050140023 0.00740514050140027
74240 72.5 0.00731122200196852 0.00731122200196862 0.00731122200196877
74752 73 0.0072100299725737 0.00721002997257326 0.00721002997257374
75264 73.5 0.00710230712423522 0.00710230712423471 0.00710230712423516
75776 74 0.00698842182066596 0.00698842182066593 0.00698842182066614
76288 74.5 0.00686844130833246 0.00686844130833258 0.00686844130833249
76800 75 0.00674264417734408 0.00674264417734351 0.00674264417734381
77312 75.5 0.00661157888624344 0.00661157888624284 0.00661157888624342
77824 76 0.00647587505627672 0.00647587505627698 0.00647587505627728
78336 76.5 0.00633535796811245 0.00633535796811308 0.00633535796811311
78848 77 0.00619092157670237 0.00619092157670222 0.00619092157670247
79360 77.5 0.00604356207728738 0.00604356207728674 0.00604356207728732
79872 78 0.00589381713919275 0.00589381713919263 0.00589381713919302
80384 78.5 0.00574211930578263 0.00574211930578313 0.00574211930578318
80896 79 0.00558905816696478 0.00558905816696488 0.00558905816696498
81408 79.5 0.00543534646639941 0.00543534646639928 0.00543534646639952
81920 80 0.00528195569502767 0.00528195569502768 0.00528195569502811
82432 80.5 0.00512931124748104 0.00512931124748112 0.00512931124748133
82944 81 0.00497744685597281 0.00497744685597255 0.00497744685597226
83456 81.5 0.00482627281711249 0.00482627281711231 0.00482627281711153
83968 82 0.00467644995006843 0.00467644995006871 0.00467644995006818
84480 82.5 0.0045284135493328 0.00452841354933372 0.00452841354933323
84992 83 0.00438289538178228 0.0043828953817826 0.00438289538178266
85504 83.5 0.00424166814421719 0.00424166814421699 0.00424166814421696
86016 84 0.00410938534928627 0.00410938534928566 0.00410938534928562
86528 84.5 0.00398703178726647 0.00398703178726635 0.00398703178726591
87040 85 0.00387426990164893 0.00387426990164961 0.00387426990164903
87552 85.5 0.00377070235671738 0.00377070235671822 0.00377070235671804
88064 86 0.00367610787699004 0.00367610787699011 0.00367610787699044
88576 86.5 0.00359064536520152 0.00359064536520101 0.00359064536520133
89088 87 0.00351416779188798 0.00351416779188774 0.00351416779188749
89600 87.5 0.00344667632468887 0.00344667632468926 0.00344667632468856
90112 88 0.00338812100662987 0.00338812100663012 0.00338812100662969
90624 88.5 0.00333855397479371 0.00333855397479328 0.00333855397479338
91136 89 0.00329802716338556 0.0032980271633851 0.00329802716338505
91648 89.5 0.00326646580039328 0.00326646580039341 0.0032664658003929
92160 90 0.00324368008303946 0.00324368008303961 0.00324368008303882
92672 90.5 0.00322945036151381 0.00322945036151352 0.00322945036151343
93184 91 0.00322357946174079 0.0032235794617408 0.00322357946174097
93696 91.5 0.00322584837058573 0.00322584837058579 0.00322584837058571
94208 92 0.00323604470812799 0.00323604470812734 0.00323604470812742
94720 92.5 0.00325408031818949 0.0032540803181888 0.00325408031818887
95232 93 0.00327951961691793 0.00327951961691799 0.00327951961691752
95744 93.5 0.00331186643968512 0.0033118664396856 0.00331186643968497
96256 94 0.0033506198115462 0.00335061981154643 0.00335061981154612
96768 94.5 0.00339591450267059 0.00339591450267093 0.00339591450267056
97280 95 0.00344569237654212 0.00344569237654155 0.00344569237654185
97792 95.5 0.0035013676369869 0.00350136763698609 0.00350136763698605
98304 96 0.00356202098180322 0.00356202098180277 0.00356202098180298
98816 96.5 0.00362706669695639 0.00362706669695645 0.00362706669695615
99328 97 0.00369600080446275 0.0036960008044629 0.00369600080446331
99840 97.5 0.003768722450955 0.00376872245095504 0.00376872245095527
100352 98 0.00384426501793203 0.0038442650179318 0.00384426501793171
100864 98.5 0.00392168967351622 0.00392168967351622 0.00392168967351598
101376 99 0.00400031403190724 0.00400031403190746 0.00400031403190703
101888 99.5 0.00407958418035007 0.00407958418035027 0.00407958418035014
102400 100 0.00415902651172384 0.00415902651172387 0.00415902651172432
102912 100.5 0.0042382129545629 0.00423821295456303 0.00423821295456282
103424 101 0.00431664954014669 0.0043166495401468 0.00431664954014629
103936 101.5 0.00439390607916236 0.00439390607916247 0.0043939060791626
104448 102 0.00446984901431056 0.00446984901431054 0.00446984901431108
104960 102.5 0.00454436986173544 0.00454436986173573 0.00454436986173535
105472 103 0.00461651093498684 0.00461651093498707 0.00461651093498694
105984 103.5 0.00468373170804223 0.0046837317080424 0.00468373170804269
106496 104 0.00474633017542053 0.00474633017542025 0.00474633017542075
107008 104.5 0.00480482871212286 0.00480482871212271 0.00480482871212284
107520 105 0.00485972941965893 0.00485972941965894 0.00485972941965894
108032 105.5 0.00491155804579427 0.00491155804579434 0.00491155804579473
108544 106 0.00496084225261672 0.00496084225261651 0.00496084225261705
109056 106.5 0.00500800820631197 0.00500800820631175 0.005008008206312
109568 107 0.0050534456685336 0.005053445668534 0.00505344566853384
110080 107.5 0.00509737040248337 0.00509737040248349 0.00509737040248322
110592 108 0.00513998926935508 0.00513998926935498 0.00513998926935503
111104 108.5 0.00518153734660136 0.00518153734660112 0.00518153734660167
111616 109 0.00522221593439605 0.00522221593439671 0.00522221593439698
112128 109.5 0.00526300895231915 0.00526300895231973 0.0052630089523192
112640 110 0.00530440320350265 0.00530440320350275 0.00530440320350225
113152 110.5 0.00534617451597127 0.00534617451597085 0.0053461745159711
113664 111 0.00538822350555763 0.00538822350555752 0.005388223505558
114176 111.5 0.00543050387422161 0.00543050387422202 0.00543050387422237
114688 112 0.0054729511729658 0.00547295117296594 0.00547295117296601
115200 112.5 0.0055154881402004 0.00551548814020027 0.00551548814020032
115712 113 0.00555808849217715 0.00555808849217706 0.00555808849217697
116224 113.5 0.00560058770403354 0.00560058770403373 0.00560058770403358
116736 114 0.00564261369164394 0.00564261369164439 0.00564261369164442
117248 114.5 0.00568398639480602 0.0056839863948063 0.00568398639480665
117760 115 0.00572472810213373 0.00572472810213377 0.00572472810213386
118272 115.5 0.00576494106650529 0.00576494106650505 0.0057649410665055
118784 116 0.00580455046698907 0.00580455046698932 0.00580455046699003
119296 116.5 0.00584335675522874 0.00584335675522882 0.00584335675522964
119808 117 0.00588081218821072 0.00588081218821074 0.00588081218821091
120320 117.5 0.00591622583483669 0.00591622583483686 0.00591622583483692
120832 118 0.00595008613898467 0.00595008613898519 0.0059500861389849
121344 118.5 0.00598221981604683 0.00598221981604707 0.00598221981604707
121856 119 0.0060120424257439 0.00601204242574399 0.00601204242574415
122368 119.5 0.00603895796948618 0.00603895796948658 0.00603895796948663
122880 120 0.00606245798509172 0.00606245798509226 0.00606245798509246
123392 120.5 0.0060820877801106 0.00608208778011093 0.00608208778011092
123904 121 0.00609766407162449 0.00609766407162457 0.00609766407162462
124416 121.5 0.00610894604988405 0.00610894604988406 0.00610894604988416
124928 122 0.00611586673633723 0.00611586673633714 0.00611586673633732
125440 122.5 0.00611814466552197 0.00611814466552208 0.00611814466552221
125952 123 0.00611453176703007 0.00611453176703055 0.00611453176703015
126464 123.5 0.00610413845709502 0.00610413845709531 0.00610413845709511
126976 124 0.00608698853391773 0.00608698853391814 0.00608698853391825
127488 124.5 0.00606323115729516 0.00606323115729572 0.00606323115729561
128000 125 0.00603313278089616 0.00603313278089675 0.0060331327808964
128512 125.5 0.00599742133670035 0.00599742133670029 0.00599742133670044
129024 126 0.00595682883468243 0.00595682883468179 0.00595682883468218
129536 126.5 0.00591182349775196 0.00591182349775187 0.00591182349775169
130048 127 0.00586277546313135 0.00586277546313177 0.00586277546313131
130560 127.5 0.00580970712568267 0.00580970712568232 0.00580970712568211
131072 128 0.00575282757867316 0.00575282757867268 0.00575282757867303
131584 128.5 0.00569167305729149 0.00569167305729185 0.00569167305729166
132096 129 0.0056249301417682 0.00562493014176834 0.00562493014176836
132608 129.5 0.00555434894806916 0.00555434894806855 0.00555434894806889
133120 130 0.00548126191849189 0.00548126191849142 0.00548126191849164
133632 130.5 0.00540632695168616 0.00540632695168547 0.00540632695168513
134144 131 0.00533045733893946 0.00533045733893917 0.00533045733893917
134656 131.5 0.00525444323456812 0.00525444323456745 0.00525444323456772
135168 132 0.00517905132453016 0.00517905132453026 0.00517905132453015
135680 132.5 0.00510452661625471 0.00510452661625473 0.0051045266162549
136192 133 0.00503156266752453 0.0050315626675242 0.00503156266752452
136704 133.5 0.00496040456406395 0.00496040456406399 0.00496040456406394
137216 134 0.00489172450992001 0.0048917245099203 0.00489172450992038
137728 134.5 0.00482571070983056 0.00482571070983045 0.00482571070983054
138240 135 0.00476359764890451 0.0047635976489038 0.00476359764890411
138752 135.5 0.00470582051694387 0.00470582051694348 0.00470582051694379
139264 136 0.00465246512265971 0.0046524651226596 0.00465246512265996
139776 136.5 0.00460315565960736 0.00460315565960741 0.00460315565960767
140288 137 0.00455813970394568 0.00455813970394545 0.00455813970394505
140800 137.5 0.00451789903697731 0.00451789903697749 0.00451789903697708
141312 138 0.00448268751359352 0.00448268751359363 0.00448268751359369
141824 138.5 0.00445238038736692 0.00445238038736663 0.00445238038736723
142336 139 0.00442671634516997 0.00442671634516953 0.00442671634517008
142848 139.5 0.00440535108781041 0.00440535108781005 0.00440535108781053
143360 140 0.00438787976467576 0.00438787976467577 0.00438787976467566
143872 140.5 0.00437380525667722 0.00437380525667723 0.00437380525667696
144384 141 0.00436261515805878 0.0043626151580588 0.00436261515805894
144896 141.5 0.00435382744170193 0.00435382744170193 0.00435382744170223
145408 142 0.00434710472064839 0.00434710472064847 0.00434710472064845
145920 142.5 0.00434237800020649 0.00434237800020659 0.00434237800020618
146432 143 0.00433955084190108 0.00433955084190092 0.00433955084190079
146944 143.5 0.00433831789716863 0.00433831789716846 0.00433831789716866
147456 144 0.0043381934501738 0.00433819345017371 0.00433819345017415
147968 144.5 0.00433887242417803 0.00433887242417762 0.00433887242417779
148480 145 0.00433994860068564 0.00433994860068574 0.00433994860068586
148992 145.5 0.00434098894710352 0.00434098894710384 0.00434098894710403
149504 146 0.00434170859867514 0.00434170859867541 0.00434170859867511
150016 146.5 0.0043417463849183 0.00434174638491851 0.00434174638491771
150528 147 0.00434066747056252 0.00434066747056241 0.00434066747056219
151040 147.5 0.0043380987512611 0.00433809875126069 0.00433809875126111
151552 148 0.00433368644929999 0.00433368644930006 0.00433368644930028
152064 148.5 0.00432682198630289 0.00432682198630285 0.00432682198630284
152576 149 0.00431599406796965 0.00431599406796932 0.00431599406796948
153088 149.5 0.00430090091355023 0.00430090091354999 0.00430090091355013
153600 150 0.00428185242468681 0.00428185242468637 0.00428185242468653
154112 150.5 0.00425939382330566 0.00425939382330553 0.0042593938233056
154624 151 0.00423412106026675 0.00423412106026707 0.00423412106026742
155136 151.5 0.00420658417438796 0.0042065841743882 0.00420658417438807
155648 152 0.0041773051586562 0.00417730515865606 0.00417730515865663
156160 152.5 0.00414686523866138 0.00414686523866086 0.00414686523866152
156672 153 0.00411565699546337 0.0041156569954629 0.0041156569954637
157184 153.5 0.00408389930836162 0.00408389930836148 0.00408389930836185
157696 154 0.00405194875016274 0.00405194875016254 0.00405194875016257
158208 154.5 0.00402002404867895 0.00402002404867897 0.00402002404867922
158720 155 0.0039870059399319 0.00398700593993177 0.00398700593993248
159232 155.5 0.00395348569012646 0.00395348569012593 0.00395348569012633
159744 156 0.00392114194837703 0.00392114194837656 0.00392114194837718
160256 156.5 0.0038906708878129 0.00389067088781334 0.00389067088781387
160768 157 0.00386241978315088 0.00386241978315145 0.00386241978315165
161280 157.5 0.00383653793174599 0.00383653793174598 0.00383653793174604
161792 158 0.00381307543155712 0.00381307543155671 0.00381307543155673
162304 158.5 0.00379200831964996 0.00379200831964973 0.0037920083196504
162816 159 0.00377329380711501 0.00377329380711477 0.00377329380711523
163328 159.5 0.00375692808007153 0.00375692808007127 0.00375692808007159
163840 160 0.00374297152593773 0.00374297152593783 0.00374297152593764
164352 160.5 0.00373151822785852 0.0037315182278585 0.00373151822785848
164864 161 0.00372268060152087 0.00372268060152088 0.00372268060152107
165376 161.5 0.0037156153983332 0.00371561539833366 0.00371561539833365
165888 162 0.00370924726341577 0.00370924726341622 0.00370924726341606
166400 162.5 0.0037038796536707 0.00370387965367088 0.00370387965367096
166912 163 0.00370047522599737 0.00370047522599718 0.00370047522599742
167424 163.5 0.00369958625373233 0.00369958625373239 0.00369958625373215
167936 164 0.00370201639209829 0.0037020163920986 0.00370201639209825
168448 164.5 0.00370846464412845 0.00370846464412828 0.00370846464412824
168960 165 0.00372108282098587 0.00372108282098539 0.00372108282098561
169472 165.5 0.00374287968108079 0.00374287968108043 0.00374287968108079
169984 166 0.0037714559836807 0.00377145598368074 0.00377145598368054
170496 166.5 0.00380240186544573 0.00380240186544578 0.00380240186544568
171008 167 0.0038351947714915 0.00383519477149114 0.00383519477149148
171520 167.5 0.00386935841376229 0.00386935841376187 0.00386935841376253
172032 168 0.0039045839438112 0.00390458394381119 0.00390458394381145
172544 168.5 0.00394068223254131 0.00394068223254117 0.00394068223254129
173056 169 0.0039775898826837 0.00397758988268301 0.00397758988268363
173568 169.5 0.0040153625173448 0.00401536251734455 0.004015362517345
174080 170 0.00405369693207571 0.00405369693207579 0.00405369693207558
174592 170.5 0.00409196751759063 0.00409196751759088 0.00409196751759058
175104 171 0.00412961960233287 0.00412961960233285 0.00412961960233292
175616 171.5 0.00416629882843793 0.00416629882843749 0.00416629882843803
176128 172 0.00420162035574618 0.004201620355746 0.0042016203557466
176640 172.5 0.00423534899418076 0.00423534899418095 0.00423534899418116
177152 173 0.00426717507793519 0.00426717507793511 0.00426717507793585
177664 173.5 0.00429734920724895 0.00429734920724852 0.00429734920724909
178176 174 0.00432554687367275 0.00432554687367235 0.00432554687367329
178688 174.5 0.00435118875224789 0.00435118875224838 0.00435118875224816
179200 175 0.00437375393902991 0.00437375393903044 0.00437375393903011
179712 175.5 0.0043914884035256 0.00439148840352544 0.00439148840352568
180224 176 0.00440344128678534 0.00440344128678453 0.00440344128678521
180736 176.5 0.00440960552131102 0.00440960552131063 0.0044096055213116
181248 177 0.00441038809056168 0.00441038809056188 0.00441038809056262
181760 177.5 0.00440625814819174 0.00440625814819198 0.00440625814819188
182272 178 0.00439775707928515 0.00439775707928494 0.00439775707928477
182784 178.5 0.00438556330310571 0.00438556330310548 0.00438556330310532
183296 179 0.0043700896112842 0.00437008961128388 0.00437008961128433
183808 179.5 0.00435172750421043 0.00435172750421018 0.00435172750421037
184320 180 0.00433085789813194 0.00433085789813227 0.00433085789813208
184832 180.5 0.00430773492795869 0.00430773492795882 0.00430773492795909
185344 181 0.00427974109884661 0.00427974109884609 0.0042797410988468
185856 181.5 0.00424667256135917 0.0042466725613588 0.00424667256135918
186368 182 0.00421169315032536 0.00421169315032539 0.00421169315032545
186880 182.5 0.00417642612741949 0.00417642612741962 0.00417642612741975
187392 183 0.00414203479028622 0.00414203479028622 0.00414203479028624
187904 183.5 0.0041071234233308 0.00410712342333061 0.00410712342333053
188416 184 0.0040727128203837 0.00407271282038332 0.00407271282038373
188928 184.5 0.00403971352771281 0.00403971352771262 0.00403971352771312
189440 185 0.00400838097717807 0.00400838097717804 0.00400838097717829
189952 185.5 0.00397879172624795 0.00397879172624753 0.00397879172624808
190464 186 0.00395095009997944 0.00395095009997893 0.00395095009997942
190976 186.5 0.00392484381286407 0.00392484381286396 0.00392484381286394
191488 187 0.00390043697320601 0.00390043697320655 0.0039004369732062
192000 187.5 0.00387768216988601 0.0038776821698859 0.003877682169886
192512 188 0.00385625689618137 0.00385625689618072 0.00385625689618116
193024 188.5 0.00383406731729157 0.00383406731729102 0.00383406731729159
193536 189 0.00381050339016183 0.00381050339016156 0.00381050339016218
194048 189.5 0.00378799791008384 0.00378799791008364 0.00378799791008392
194560 190 0.00376748899494237 0.00376748899494185 0.0037674889949418
195072 190.5 0.00374939194329515 0.00374939194329467 0.00374939194329477
195584 191 0.00373413350214516 0.00373413350214497 0.00373413350214539
196096 191.5 0.00372262844209782 0.00372262844209744 0.00372262844209799
196608 192 0.00371723649369767 0.00371723649369722 0.00371723649369722
197120 192.5 0.00371986091053555 0.00371986091053514 0.00371986091053519
197632 193 0.0037313116838748 0.00373131168387434 0.00373131168387499
198144 193.5 0.00374780833178733 0.00374780833178632 0.00374780833178736
198656 194 0.00376904150521526 0.0037690415052148 0.00376904150521484
199168 194.5 0.0037945038607547 0.00379450386075503 0.00379450386075537
199680 195 0.00382349632216655 0.00382349632216652 0.00382349632216702
200192 195.5 0.00385539324240601 0.00385539324240523 0.00385539324240568
200704 196 0.00388963170606732 0.00388963170606694 0.00388963170606724
201216 196.5 0.00392531493164856 0.00392531493164866 0.00392531493164881
201728 197 0.00396174292237641 0.00396174292237628 0.00396174292237633
202240 197.5 0.00399854638324511 0.00399854638324488 0.00399854638324475
202752 198 0.00403525002988294 0.00403525002988334 0.00403525002988311
203264 198.5 0.00407133125103453 0.00407133125103521 0.00407133125103486
203776 199 0.0041061840472645 0.00410618404726459 0.00410618404726453
204288 199.5 0.00413979186195959 0.0041397918619593 0.00413979186195978
204800 200 0.00417258095024601 0.0041725809502463 0.00417258095024658
205312 200.5 0.00420413606103892 0.00420413606103906 0.00420413606103935
205824 201 0.00423412710343004 0.00423412710343 0.00423412710343014
206336 201.5 0.00426289385482801 0.00426289385482781 0.0042628938548278
206848 202 0.00429024122978505 0.0042902412297852 0.00429024122978514
